season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2025,GB,DL,DT,69,DEV,Dante Barnett,Dante,Barnett,,,275,,"",,,,,,,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojtce2im0wp2ltyel0vc",,16,REG,P03,Dante,BAR591037,58805,32004a55-4435-9919-355b-3e0aef2de56d,2025,2025,,
2025,GB,DL,DT,69,DEV,Dante Barnett,Dante,Barnett,,,275,,"",,,,,,,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojtce2im0wp2ltyel0vc",,17,REG,P03,Dante,BAR591037,58805,32004a55-4435-9919-355b-3e0aef2de56d,2025,2025,,
2025,GB,DL,DT,69,DEV,Dante Barnett,Dante,Barnett,,,275,,"",,,,,,,,,0,,,9,REG,P03,Dante,BAR591037,58805,32004a55-4435-9919-355b-3e0aef2de56d,2025,2025,,
2025,GB,DL,DT,69,DEV,Quinshon Judkins,Dante,Barnett,,,275,,"",,,,,,,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojtce2im0wp2ltyel0vc",,18,REG,P03,Dante,BAR591037,58805,32004a55-4435-9919-355b-3e0aef2de56d,2025,2025,,
2025,GB,DL,DT,69,DEV,Dante Barnett,Dante,Barnett,,,275,,"",,,,,,,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojtce2im0wp2ltyel0vc",,19,WC,P03,Dante,BAR591037,58805,32004a55-4435-9919-355b-3e0aef2de56d,2025,2025,,
2025,GB,DL,DT,69,DEV,Dante Barnett,Dante,Barnett,,,275,,"",,,,,,,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojtce2im0wp2ltyel0vc",,15,REG,P03,Dante,BAR591037,58805,32004a55-4435-9919-355b-3e0aef2de56d,2025,2025,,
2025,GB,DL,DT,69,DEV,Dante Barnett,Dante,Barnett,,,275,,"",,,,,,,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojtce2im0wp2ltyel0vc",,12,REG,P03,Dante,BAR591037,58805,32004a55-4435-9919-355b-3e0aef2de56d,2025,2025,,
2025,GB,DL,DT,69,DEV,Dante Barnett,Dante,Barnett,,,275,,"",,,,,,,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojtce2im0wp2ltyel0vc",,13,REG,P03,Dante,BAR591037,58805,32004a55-4435-9919-355b-3e0aef2de56d,2025,2025,,
2025,GB,DL,DT,69,DEV,Dante Barnett,Dante,Barnett,,,275,,"",,,,,,,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojtce2im0wp2ltyel0vc",,11,REG,P03,Dante,BAR591037,58805,32004a55-4435-9919-355b-3e0aef2de56d,2025,2025,,
2025,GB,DL,DT,69,DEV,Dante Barnett,Dante,Barnett,,,275,,"",,,,,,,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojtce2im0wp2ltyel0vc",,14,REG,P03,Dante,BAR591037,58805,32004a55-4435-9919-355b-3e0aef2de56d,2025,2025,,
2025,GB,DL,DT,69,DEV,Dante Barnett,Dante,Barnett,,,275,,"",,,,,,,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojtce2im0wp2ltyel0vc",,10,REG,P03,Dante,BAR591037,58805,32004a55-4435-9919-355b-3e0aef2de56d,2025,2025,,
2025,IND,QB,QB,17,ACT,Philip Rivers,Philip,Rivers,1981-12-08,77,228,N.C. State,00-0022942,5529,e47706c7-e14d-41fb-b13b-83a835a1f3bc,6763,3766,1725,RivePh00,8244,331,21,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/voakyrtj34sghkwxaxxf",QB,15,REG,A01,Philip,RIV651634,28956,32005249-5665-1634-a192-77c9c8e6262e,2004,2004,NYG,4
2025,IND,QB,QB,17,ACT,Philip Rivers,Philip,Rivers,1981-12-08,77,228,N.C. State,00-0022942,5529,e47706c7-e14d-41fb-b13b-83a835a1f3bc,6763,3766,1725,RivePh00,8244,331,21,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/voakyrtj34sghkwxaxxf",QB,17,REG,A01,Philip,RIV651634,28956,32005249-5665-1634-a192-77c9c8e6262e,2004,2004,NYG,4
2025,IND,QB,QB,17,INA,Philip Rivers,Philip,Rivers,1981-12-08,77,228,N.C. State,00-0022942,5529,e47706c7-e14d-41fb-b13b-83a835a1f3bc,6763,3766,1725,RivePh00,8244,331,21,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/voakyrtj34sghkwxaxxf",,18,REG,A01,Philip,RIV651634,28956,32005249-5665-1634-a192-77c9c8e6262e,2004,2004,NYG,4
2025,IND,QB,QB,17,ACT,Philip Rivers,Philip,Rivers,1981-12-08,77,228,N.C. State,00-0022942,5529,e47706c7-e14d-41fb-b13b-83a835a1f3bc,6763,3766,1725,RivePh00,8244,331,21,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/voakyrtj34sghkwxaxxf",QB,16,REG,A01,Philip,RIV651634,28956,32005249-5665-1634-a192-77c9c8e6262e,2004,2004,NYG,4
2025,PIT,QB,QB,8,ACT,Aaron Rodgers,Aaron,Rodgers,1983-12-02,74,225,California; Butte College,00-0023459,8439,0ce48193-e2fa-466e-a986-33f751add206,7200,4307,2241,RodgAa00,2593,96,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y",QB,15,REG,A01,Aaron,ROD339293,29851,3200524f-4433-9293-a3cf-ad7758d03003,2005,2005,GB,24
2025,PIT,QB,QB,8,INA,Aaron Rodgers,Aaron,Rodgers,1983-12-02,74,225,California; Butte College,00-0023459,8439,0ce48193-e2fa-466e-a986-33f751add206,7200,4307,2241,RodgAa00,2593,96,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y",,12,REG,A01,Aaron,ROD339293,29851,3200524f-4433-9293-a3cf-ad7758d03003,2005,2005,GB,24
2025,PIT,QB,QB,8,ACT,Aaron Rodgers,Aaron,Rodgers,1983-12-02,74,225,California; Butte College,00-0023459,8439,0ce48193-e2fa-466e-a986-33f751add206,7200,4307,2241,RodgAa00,2593,96,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y",QB,18,REG,A01,Aaron,ROD339293,29851,3200524f-4433-9293-a3cf-ad7758d03003,2005,2005,GB,24
2025,PIT,QB,QB,8,ACT,Aaron Rodgers,Aaron,Rodgers,1983-12-02,74,225,California; Butte College,00-0023459,8439,0ce48193-e2fa-466e-a986-33f751add206,7200,4307,2241,RodgAa00,2593,96,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y",QB,17,REG,A01,Aaron,ROD339293,29851,3200524f-4433-9293-a3cf-ad7758d03003,2005,2005,GB,24
2025,PIT,QB,QB,8,ACT,Aaron Rodgers,Aaron,Rodgers,1983-12-02,74,225,California; Butte College,00-0023459,8439,0ce48193-e2fa-466e-a986-33f751add206,7200,4307,2241,RodgAa00,2593,96,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y",QB,19,WC,A01,Aaron,ROD339293,29851,3200524f-4433-9293-a3cf-ad7758d03003,2005,2005,GB,24
2025,PIT,QB,QB,8,ACT,Aaron Rodgers,Aaron,Rodgers,1983-12-02,74,225,California; Butte College,00-0023459,8439,0ce48193-e2fa-466e-a986-33f751add206,7200,4307,2241,RodgAa00,2593,96,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y",QB,14,REG,A01,Aaron,ROD339293,29851,3200524f-4433-9293-a3cf-ad7758d03003,2005,2005,GB,24
2025,PIT,QB,QB,8,ACT,Aaron Rodgers,Aaron,Rodgers,1983-12-02,74,225,California; Butte College,00-0023459,8439,0ce48193-e2fa-466e-a986-33f751add206,7200,4307,2241,RodgAa00,2593,96,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y",QB,2,REG,A01,Aaron,ROD339293,29851,3200524f-4433-9293-a3cf-ad7758d03003,2005,2005,GB,24
2025,PIT,QB,QB,8,ACT,Aaron Rodgers,Aaron,Rodgers,1983-12-02,74,225,California; Butte College,00-0023459,8439,0ce48193-e2fa-466e-a986-33f751add206,7200,4307,2241,RodgAa00,2593,96,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y",QB,8,REG,A01,Aaron,ROD339293,29851,3200524f-4433-9293-a3cf-ad7758d03003,2005,2005,GB,24
2025,PIT,QB,QB,8,ACT,Aaron Rodgers,Aaron,Rodgers,1983-12-02,74,225,California; Butte College,00-0023459,8439,0ce48193-e2fa-466e-a986-33f751add206,7200,4307,2241,RodgAa00,2593,96,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y",QB,1,REG,A01,Aaron,ROD339293,29851,3200524f-4433-9293-a3cf-ad7758d03003,2005,2005,GB,24
2025,PIT,QB,QB,8,ACT,Aaron Rodgers,Aaron,Rodgers,1983-12-02,74,225,California; Butte College,00-0023459,8439,0ce48193-e2fa-466e-a986-33f751add206,7200,4307,2241,RodgAa00,2593,96,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y",QB,13,REG,A01,Aaron,ROD339293,29851,3200524f-4433-9293-a3cf-ad7758d03003,2005,2005,GB,24
2025,PIT,QB,QB,8,ACT,Aaron Rodgers,Aaron,Rodgers,1983-12-02,74,225,California; Butte College,00-0023459,8439,0ce48193-e2fa-466e-a986-33f751add206,7200,4307,2241,RodgAa00,2593,96,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y",QB,10,REG,A01,Aaron,ROD339293,29851,3200524f-4433-9293-a3cf-ad7758d03003,2005,2005,GB,24
2025,PIT,QB,QB,8,ACT,Aaron Rodgers,Aaron,Rodgers,1983-12-02,74,225,California; Butte College,00-0023459,8439,0ce48193-e2fa-466e-a986-33f751add206,7200,4307,2241,RodgAa00,2593,96,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y",QB,4,REG,A01,Aaron,ROD339293,29851,3200524f-4433-9293-a3cf-ad7758d03003,2005,2005,GB,24
2025,PIT,QB,QB,8,ACT,Aaron Rodgers,Aaron,Rodgers,1983-12-02,74,225,California; Butte College,00-0023459,8439,0ce48193-e2fa-466e-a986-33f751add206,7200,4307,2241,RodgAa00,2593,96,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y",QB,9,REG,A01,Aaron,ROD339293,29851,3200524f-4433-9293-a3cf-ad7758d03003,2005,2005,GB,24
2025,PIT,QB,QB,8,ACT,Aaron Rodgers,Aaron,Rodgers,1983-12-02,74,225,California; Butte College,00-0023459,8439,0ce48193-e2fa-466e-a986-33f751add206,7200,4307,2241,RodgAa00,2593,96,20,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y",QB,6,REG,A01,Aaron,ROD339293,29851,3200524f-4433-9293-a3cf-ad7758d03003,2005,2005,GB,24
