season,season_type,player_id,player_name,player_display_name,games,position,position_group,headshot_url,team,def_tackles,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_fumble_recovery_own,def_fumble_recovery_yards_own,def_fumble_recovery_opp,def_fumble_recovery_yards_opp,def_safety,def_penalty,def_penalty_yards
2021,REG,00-0022531,J.Peters,Jason Peters,1,T,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xcsyqvrlrpe6s3d0rodq",TB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,REG,00-0022824,A.Lee,Andy Lee,1,P,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bfozbs2h9jueavslvw3z",ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,REG,00-0026035,D.Amendola,Danny Amendola,1,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/etz06w7s0ardf49mnayz",MIA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,REG,00-0026189,D.Jackson,DeSean Jackson,1,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pr5m864fqvnoozihylrh",ARI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,REG,00-0026189,D.Jackson,DeSean Jackson,1,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pr5m864fqvnoozihylrh",KC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,REG,00-0026190,C.Campbell,Calais Campbell,14,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dmgqjt7qihxkze7iuajf",BAL,29,21,8,20,5,10,0,1.5,3.5,12,0,0,1,0,0,0,0,1,0,0,0,0
2021,REG,00-0026300,J.Johnson,Josh Johnson,1,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbaye18gptzb1jpyswv8",CIN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,REG,00-0026564,S.McLendon,Steve McLendon,10,NT,DL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bt0l6ltdi7h2dtahm3xh",TB,7,6,1,4,1,1,1,0.5,1.5,5,1,0,1,0,0,0,0,0,0,0,0,0
2021,REG,00-0026990,M.Jenkins,Malcolm Jenkins,16,SS,DB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mbjf9xp0ilh4vbbwyzwi",NO,53,49,4,26,3,3,1,1,8,2,1,34,5,1,0,0,0,0,0,0,2,12
2021,REG,00-0027061,J.Cook,Jared Cook,1,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cthoenebptadlu4g928v",BAL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,REG,00-0027136,J.McCourty,Jason McCourty,6,FS,DB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/myk5ccdezt1lhjc8szbm",MIA,10,10,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2021,REG,00-0027539,A.Levine,Anthony Levine,2,SS,DB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gew5y4jtrh2jd7guowwk",BAL,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,REG,00-0027647,D.McCourty,Devin McCourty,17,FS,DB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ykgtrwxckxvxdvadgqjf",NE,42,40,2,18,0,0,0,0,0,0,3,22,10,0,0,0,0,0,0,0,0,0
2021,REG,00-0027662,C.Dunlap,Carlos Dunlap,14,OLB,LB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wbg4avjy9bbdyeri6b6j",SEA,24,19,5,11,8,3,1,8.5,64.5,14,0,0,7,0,0,0,0,0,0,1,2,20
2021,REG,00-0027685,E.Sanders,Emmanuel Sanders,1,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/potkibjtm855tsawozs0",NO,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,REG,00-0027686,C.Peters,Corey Peters,11,DT,DL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zutvrtzwir9awk4zh7yn",ARI,10,8,2,14,3,3,0,0,0,0,0,0,1,0,0,0,0,1,4,0,1,5
