season,season_type,player_id,player_name,player_display_name,games,position,position_group,headshot_url,team,def_tackles,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_fumble_recovery_own,def_fumble_recovery_yards_own,def_fumble_recovery_opp,def_fumble_recovery_yards_opp,def_safety,def_penalty,def_penalty_yards
2025,REG,00-0022942,P.Rivers,Philip Rivers,3,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/voakyrtj34sghkwxaxxf",IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,0,0,0,1,10
2025,REG,00-0023459,A.Rodgers,Aaron Rodgers,16,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y",PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,10
2025,REG,00-0023853,M.Prater,Matt Prater,15,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pj981bi535y4jwy6skr1",BUF,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025,REG,00-0024243,M.Lewis,Marcedes Lewis,1,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppq07tipygpftz5csipx",DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15
2025,REG,00-0025565,N.Folk,Nick Folk,16,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qf6vaghxuoxqw0pyrvg3",NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0026158,J.Flacco,Joe Flacco,13,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dre1d2f2d6dxqohzn5l2",CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2025,REG,00-0026190,C.Campbell,Calais Campbell,17,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ekkaync0yveo2cwxlljr",ARI,23,21,2,20,9,55,0,6.5,50,16,0,0,2,0,0,0,0,0,0,0,1,15
2025,REG,00-0026300,J.Johnson,Josh Johnson,3,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sijqkai2yy1cbw3rwndh",WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-16,0,0,0,0,0
2025,REG,00-0026498,M.Stafford,Matthew Stafford,17,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jwpkjfrkzufdyh8u1mg7",LA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-30,0,0,0,1,12
2025,REG,00-0026858,G.Gano,Graham Gano,5,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wp5wochy7uuqcgyjcrrd",NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0027114,T.Morstead,Thomas Morstead,15,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uicxa9bwvrenvcwnoklm",SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0027224,J.Weeks,Jon Weeks,2,LS,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vfrborns4bhlqzcmvwip",SF,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0027857,T.Williams,Trent Williams,5,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/esqu9k1my3po3yxxkcjs",SF,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35
2025,REG,00-0027865,B.Graham,Brandon Graham,4,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e6iqegrredwqev7qx81m",PHI,4,4,0,4,2,9,0,3,17,3,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0027867,J.Pierre-Paul,Jason Pierre-Paul,1,DE,DL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwl0fkpfwut1rizcarub",TB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025,REG,00-0027940,V.Miller,Von Miller,14,OLB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cqkgo6uw5ha7bjajkewf",WAS,16,16,0,10,6,41,0,9,66,15,0,0,0,0,0,0,0,0,0,0,1,4
2025,REG,00-0027962,C.Jordan,Cameron Jordan,17,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eauqz3xbdtl0wfoy71da",NO,32,29,3,15,15,70,2,10.5,64.5,15,0,0,2,0,1,0,0,1,0,0,0,0
2025,REG,00-0027969,Ca.Heyward,Cameron Heyward,17,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vfql05jp29d2pltrlwqz",PIT,38,36,2,40,9,28,1,3.5,16,9,0,0,6,0,0,0,0,0,0,0,4,40
2025,REG,00-0027973,A.Dalton,Andy Dalton,4,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sfsneh0bn46e2kwve7sr",CAR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2025,REG,00-0028118,T.Taylor,Tyrod Taylor,6,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/whpztm9akd7yefplp37r",NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0028292,N.Bellore,Nick Bellore,8,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wlj7zdf6h9p9dnhdtmih",WAS,7,7,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0028394,J.McQuaide,Jake McQuaide,1,LS,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gjtq2nbl0i8ejcx4dx9u",LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2025,REG,00-0028845,J.Harris,Josh Harris,1,LS,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zt5sauoxsfljsqyyc9u2",LAC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0028872,J.Hekker,Johnny Hekker,17,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ujimjaanshkfyszjp3vl",TEN,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0028946,A.Brewer,Aaron Brewer,1,LS,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mnaix4zmrmwryj55usgx",ARI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0029008,C.Hughlett,Charley Hughlett,2,LS,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cowm2qllr7vpyktisnln",PHI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
2025,REG,00-0029255,B.Wagner,Bobby Wagner,17,MLB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/msulezmb9dk3klpgymoj",WAS,79,75,4,83,8,35,0,4.5,22.5,9,2,7,4,0,0,0,0,0,0,0,1,15
2025,REG,00-0029263,R.Wilson,Russell Wilson,6,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkstxj0evgkjiycu4glc",NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,10
2025,REG,00-0029316,K.Beachum,Kelvin Beachum,6,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dgul4jljoasida1h8tag",ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46
2025,REG,00-0029562,L.David,Lavonte David,17,OLB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gicyoxodiwdzvybrzddk",TB,61,59,2,53,8,34,2,3.5,27,6,1,3,3,0,0,0,0,2,0,0,2,9
2025,REG,00-0029592,K.Zeitler,Kevin Zeitler,4,G,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nfb14plexvixmjo0p5ye",TEN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30
2025,REG,00-0029604,K.Cousins,Kirk Cousins,10,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/za7cynvpwlsro1tsaijk",ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,2,23
2025,REG,00-0029606,H.Smith,Harrison Smith,14,FS,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kadw1bk0cxsarjrwbdrq",MIN,37,37,0,17,3,13,1,1,7,2,2,12,10,0,0,0,0,1,-1,0,2,37
2025,REG,00-0029607,D.Davis,Demario Davis,17,OLB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xfig8nml2gmofychoe3z",NO,64,61,3,79,6,12,2,0.5,4,2,0,0,3,0,0,0,0,1,0,0,2,17
2025,REG,00-0029685,G.Van Roten,Greg Van Roten,2,G,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iey1sirxc8ggdt5yeunm",NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
2025,REG,00-0029692,B.Anger,Bryan Anger,17,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e1fozrp2fhprrkheqt0x",DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0029714,A.DePaola,Andrew DePaola,1,LS,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zvvseyjneba7ehms6pd9",MIN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0029822,B.McManus,Brandon McManus,14,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qvwi9b1vfkn0wlmdl7ej",GB,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025,REG,00-0029892,K.Juszczyk,Kyle Juszczyk,16,FB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tsejiiddtouukwyyqr9q",SF,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0029963,C.Hubbard,Chris Hubbard,1,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tsgs1iyyfjxlfsletyss",DET,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0030035,A.Thielen,Adam Thielen,14,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pv6gajxtt6zhum2unnsl",PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
2025,REG,00-0030061,Z.Ertz,Zach Ertz,13,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xktmmeumuoglbuam75iz",WAS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25
2025,REG,00-0030062,D.Slay,Darius Slay,10,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r7dwifb7wrqvqj714dgh",PIT,28,28,0,8,1,1,0,0,0,0,0,0,3,0,0,0,0,1,-6,0,0,0
2025,REG,00-0030070,J.Jenkins,John Jenkins,16,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l2na4hvtcq7nfp7svxar",BAL,16,15,1,23,3,11,2,1,9,1,0,0,1,0,0,0,0,1,11,0,0,0
2025,REG,00-0030092,S.Martin,Sam Martin,17,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/edhegnq9rbphynrogxzh",CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0030114,J.Poyer,Jordan Poyer,10,FS,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jv5ibhkljw1u9knlwqzy",BUF,31,31,0,39,1,7,0,0.5,4,1,1,10,3,0,0,0,0,0,0,0,1,5
2025,REG,00-0030140,T.Way,Tress Way,17,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u61eijcazx9o4lb0lwp3",WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0030279,K.Allen,Keenan Allen,17,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ri267r6lzfwarh89hsn6",LAC,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2025,REG,00-0030294,T.Jefferson,Tony Jefferson,12,S,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/frazimtiuk4fsvlghusz",LAC,37,36,1,20,1,2,0,0,0,2,4,5,7,0,0,0,0,0,0,0,1,15
2025,REG,00-0030506,T.Kelce,Travis Kelce,17,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dpxovcfku6ud2aohgf6a",KC,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
2025,REG,00-0030561,L.Johnson,Lane Johnson,4,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xanvacjbb9x1hcslyvsl",PHI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25
2025,REG,00-0030564,D.Hopkins,DeAndre Hopkins,17,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/snvo6holyfdjmrlqxqxu",BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0030565,G.Smith,Geno Smith,15,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zppfqqcyjfma14jjif3a",LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,0,0,0,1,13
2025,REG,00-0030615,J.Winchester,James Winchester,3,LS,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kfojelzxr0gwaj9aaybm",KC,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0030725,C.Lucas,Cornelius Lucas,2,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ii9b9lb3szz5vehvqh5a",CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15
2025,REG,00-0030757,M.Pennel,Mike Pennel,13,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ezpbko1gvvdrrtqhkhnu",KC,8,7,1,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0031040,K.Mack,Khalil Mack,12,OLB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t9j95jylmjpevgbkvmqn",LAC,19,19,0,13,6,35,4,5.5,34,11,0,0,0,0,0,0,0,0,0,1,0,0
2025,REG,00-0031054,D.Jones,DaQuan Jones,12,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w7qkicdj6v0figbmfp0u",BUF,11,10,1,11,3,11,1,3,8,8,1,1,2,0,0,0,0,0,0,0,0,0
2025,REG,00-0031079,P.O'Donnell,Pat O'Donnell,5,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kputu02pppmvb69bkdfg",ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0031136,C.Boswell,Chris Boswell,17,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxbnhvnfjmheuryvdmuf",PIT,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2025,REG,00-0031156,T.Ott,Tyler Ott,1,LS,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qlrzepni32ykh7rjkdcy",WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2025,REG,00-0031177,B.Urban,Brent Urban,9,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/acp4qzscazxskq9efwnf",BAL,7,7,0,12,3,10,0,0.5,3,4,0,0,0,0,0,0,0,0,0,0,0,0
2025,REG,00-0031203,C.Santos,Cairo Santos,15,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tz5ecjri52gwpoo9s7be",CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
