season,season_type,player_id,player_name,player_display_name,games,position,position_group,headshot_url,team,def_tackles,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_fumble_recovery_own,def_fumble_recovery_yards_own,def_fumble_recovery_opp,def_fumble_recovery_yards_opp,def_safety,def_penalty,def_penalty_yards
2024,REG,00-0023853,M.Prater,Matt Prater,1,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mwlrdghrm5chsum2kzic",ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024,REG,00-0026158,J.Flacco,Joe Flacco,1,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yxvyoeojkif7tnfviamc",JAX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,REG,00-0026190,C.Campbell,Calais Campbell,17,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dmgqjt7qihxkze7iuajf",MIA,35,28,7,17,12,12,1,5,40,12,0,0,5,0,0,0,0,0,0,0,1,5
2024,REG,00-0027865,B.Graham,Brandon Graham,10,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e6iqegrredwqev7qx81m",PHI,15,12,3,5,6,13,1,3.5,27,7,0,0,2,0,0,0,0,0,0,0,1,3
2024,REG,00-0027872,K.Jackson,Kareem Jackson,1,SS,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vzmcqsvgotnfsmmzgtwa",BUF,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,REG,00-0027881,J.Hughes,Jerry Hughes,4,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/holacsltnj1mvxkeqgp0",HOU,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,REG,00-0027885,L.Joseph,Linval Joseph,10,NT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xm9kvvx4uujqqjkqxngq",DAL,9,9,0,10,2,0,1,2,20,3,0,0,0,0,0,0,0,0,0,0,1,5
2024,REG,00-0027940,V.Miller,Von Miller,11,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qpprquecnqk19xsi0dtj",BUF,13,11,2,4,7,1,0,6,48,8,0,0,0,0,0,0,0,0,0,0,2,10
2024,REG,00-0027962,C.Jordan,Cameron Jordan,15,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wxcyaqstm1qguagtp1ye",NO,18,16,2,16,7,3,0,4,26,8,1,0,4,0,0,0,0,0,0,0,1,5
2024,REG,00-0027969,C.Heyward,Cameron Heyward,17,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jroymb3jdu14pusq9wu8",PIT,35,29,6,36,12,10,0,8,62,20,0,0,11,0,0,0,0,0,0,0,0,0
2024,REG,00-0028171,L.Guy,Lawrence Guy,2,DT,DL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jyc3hf6lyt5js3b7oon8",CIN,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,REG,00-0028292,N.Bellore,Nick Bellore,1,ILB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wlj7zdf6h9p9dnhdtmih",WAS,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,REG,00-0028872,J.Hekker,Johnny Hekker,1,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bcl8kjfwubicyywpxfny",CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024,REG,00-0028899,R.McLeod,Rodney McLeod,13,FS,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ettne7rdpnkozuyhx8be",CLE,26,23,3,9,2,1,0,0,0,0,0,0,5,1,0,0,0,1,25,0,0,0
2024,REG,00-0028924,T.Gipson,Tashaun Gipson,2,FS,DB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mbniabicepxxcetygjhk",SF,5,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
2024,REG,00-0029255,B.Wagner,Bobby Wagner,17,ILB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/syrf5eqbgosyxx7zrsso",WAS,75,66,9,57,10,21,1,2,12.5,8,0,0,4,0,0,0,0,2,0,0,2,17
2024,REG,00-0029542,S.Gilmore,Stephon Gilmore,15,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rzqv9harev8c0excxzfz",MIN,40,39,1,16,1,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,5,57
2024,REG,00-0029562,L.David,Lavonte David,17,ILB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sg8cvbhglpfqor2mz44k",TB,76,66,10,46,9,4,3,5.5,43.5,6,1,7,6,0,0,0,0,1,0,0,2,12
2024,REG,00-0029606,H.Smith,Harrison Smith,16,SS,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mf2e5sc9smu4cj22f4di",MIN,56,47,9,30,3,2,0,1,8,1,3,0,10,0,0,0,0,1,0,0,2,12
2024,REG,00-0029607,D.Davis,Demario Davis,16,MLB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/todpplb6yao1c5zvofsk",NO,69,66,3,67,5,10,0,2,0,2,1,0,7,0,0,0,0,0,0,0,2,37
2024,REG,00-0029685,G.Van Roten,Greg Van Roten,1,G,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ofdjacvucdeuucgmsucb",BAL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,REG,00-0030035,A.Thielen,Adam Thielen,1,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pxehgo0l9xl03n7dronf",NO,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,REG,00-0030061,Z.Ertz,Zach Ertz,1,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xktmmeumuoglbuam75iz",ARI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,REG,00-0030061,Z.Ertz,Zach Ertz,1,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xktmmeumuoglbuam75iz",CLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,REG,00-0030062,D.Slay,Darius Slay,13,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ywdvgcxwf6nnfo9r77oz",PHI,38,35,3,11,3,1,1,0,0,0,0,0,13,0,0,0,0,1,0,0,3,20
2024,REG,00-0030063,J.Hankins,Johnathan Hankins,15,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qnhaj3f4csasomqgie9p",SEA,15,13,2,15,5,5,0,1,8,2,1,0,1,0,0,0,0,0,0,0,3,15
