capture_id,quote_id,captured_at,source,source_updated_at,state,sport,event_id,event_name,kickoff_display,book,market_type,selection,line,american_price,quote_status,model_version
interim-il-20260925T001458Z,05aafe8c-b43a-49d0-8792-980b4099b50c,2026-09-25T00:14:58Z,FanDuel rendered sportsbook page,,IL,NFL,,Atlanta Falcons @ Green Bay Packers,THU 7:16PM CT,FanDuel,spread,Atlanta Falcons,4.5,-105,open,v3-forward-measurement
interim-il-20260925T001458Z,1feec04f-a725-4cdc-bdfa-983a838e78df,2026-09-25T00:14:58Z,FanDuel rendered sportsbook page,,IL,NFL,,Atlanta Falcons @ Green Bay Packers,THU 7:16PM CT,FanDuel,spread,Green Bay Packers,-4.5,-115,open,v3-forward-measurement
interim-il-20260925T001458Z,3187b53f-7606-4505-8743-aadd9f6ad0f3,2026-09-25T00:14:58Z,FanDuel rendered sportsbook page,,IL,NFL,,Atlanta Falcons @ Green Bay Packers,THU 7:16PM CT,FanDuel,moneyline,Atlanta Falcons,,198,open,v3-forward-measurement
interim-il-20260925T001458Z,364e4610-76e1-49b7-a60f-1b0002d024f9,2026-09-25T00:14:58Z,FanDuel rendered sportsbook page,,IL,NFL,,Atlanta Falcons @ Green Bay Packers,THU 7:16PM CT,FanDuel,moneyline,Green Bay Packers,,-240,open,v3-forward-measurement
interim-il-20260925T001458Z,f57d5f7f-fbeb-4182-a4ad-c5684a03fad1,2026-09-25T00:14:58Z,FanDuel rendered sportsbook page,,IL,NFL,,Atlanta Falcons @ Green Bay Packers,THU 7:16PM CT,FanDuel,total,Over,43.5,-102,open,v3-forward-measurement
interim-il-20260925T001458Z,77598d4f-a53c-465c-85a6-1527362f7ed1,2026-09-25T00:14:58Z,FanDuel rendered sportsbook page,,IL,NFL,,Atlanta Falcons @ Green Bay Packers,THU 7:16PM CT,FanDuel,total,Under,43.5,-120,open,v3-forward-measurement
interim-il-20260925T001458Z,105ad628-4ed2-4d3f-8ce9-a44b90aa46e8,2026-09-25T00:14:58Z,FanDuel rendered sportsbook page,,IL,NFL,,Carolina Panthers @ Cleveland Browns,SUN 12:01PM CT,FanDuel,spread,Carolina Panthers,-2.5,-115,open,v3-forward-measurement
interim-il-20260925T001458Z,1bc259e2-fba1-4197-a9b6-5270c1dfc25d,2026-09-25T00:14:58Z,FanDuel rendered sportsbook page,,IL,NFL,,Carolina Panthers @ Cleveland Browns,SUN 12:01PM CT,FanDuel,spread,Cleveland Browns,2.5,-105,open,v3-forward-measurement
interim-il-20260925T001458Z,5d6f9d7c-b68b-421b-93ca-6842512239d6,2026-09-25T00:14:58Z,FanDuel rendered sportsbook page,,IL,NFL,,Carolina Panthers @ Cleveland Browns,SUN 12:01PM CT,FanDuel,moneyline,Carolina Panthers,,-142,open,v3-forward-measurement
interim-il-20260925T001458Z,566ca6fc-7b86-40d1-98f8-e825a4616bd4,2026-09-25T00:14:58Z,FanDuel rendered sportsbook page,,IL,NFL,,Carolina Panthers @ Cleveland Browns,SUN 12:01PM CT,FanDuel,moneyline,Cleveland Browns,,120,open,v3-forward-measurement
interim-il-20260925T001458Z,f9065fe3-5cff-42d3-9c4c-6f30872beef1,2026-09-25T00:14:58Z,FanDuel rendered sportsbook page,,IL,NFL,,Carolina Panthers @ Cleveland Browns,SUN 12:01PM CT,FanDuel,total,Over,41.5,-115,open,v3-forward-measurement
interim-il-20260925T001458Z,c32db049-4662-470b-a8db-89d15547387d,2026-09-25T00:14:58Z,FanDuel rendered sportsbook page,,IL,NFL,,Carolina Panthers @ Cleveland Browns,SUN 12:01PM CT,FanDuel,total,Under,41.5,-105,open,v3-forward-measurement
interim-il-20260925T001458Z,73ce8a3d-b227-44b8-99c7-a5c590dfd220,2026-09-25T00:14:58Z,FanDuel rendered sportsbook page,,IL,NFL,,New York Jets @ Detroit Lions,SUN 12:01PM CT,FanDuel,spread,New York Jets,6.5,-102,open,v3-forward-measurement
interim-il-20260925T001458Z,2d2ec220-78e2-45f1-b500-f76781391c3c,2026-09-25T00:14:58Z,FanDuel rendered sportsbook page,,IL,NFL,,New York Jets @ Detroit Lions,SUN 12:01PM CT,FanDuel,spread,Detroit Lions,-6.5,-120,open,v3-forward-measurement
interim-il-20260925T001458Z,cd74a833-dabe-4f76-bd8e-366119ec3616,2026-09-25T00:14:58Z,FanDuel rendered sportsbook page,,IL,NFL,,New York Jets @ Detroit Lions,SUN 12:01PM CT,FanDuel,moneyline,New York Jets,,265,open,v3-forward-measurement
interim-il-20260925T001458Z,36ec18fc-1666-4d3c-8f57-f386e96e7b47,2026-09-25T00:14:58Z,FanDuel rendered sportsbook page,,IL,NFL,,New York Jets @ Detroit Lions,SUN 12:01PM CT,FanDuel,moneyline,Detroit Lions,,-330,open,v3-forward-measurement
interim-il-20260925T001458Z,9801e132-e1ec-4bdc-9926-0bcae2287823,2026-09-25T00:14:58Z,FanDuel rendered sportsbook page,,IL,NFL,,New York Jets @ Detroit Lions,SUN 12:01PM CT,FanDuel,total,Over,47.5,-115,open,v3-forward-measurement
interim-il-20260925T001458Z,7847e743-8a89-4a39-a2de-6951964eb9d9,2026-09-25T00:14:58Z,FanDuel rendered sportsbook page,,IL,NFL,,New York Jets @ Detroit Lions,SUN 12:01PM CT,FanDuel,total,Under,47.5,-105,open,v3-forward-measurement
interim-il-20260925T001458Z,150e3e0e-dd5b-4dd5-8210-0b3be16fe004,2026-09-25T00:14:58Z,FanDuel rendered sportsbook page,,IL,NFL,,New England Patriots @ Jacksonville Jaguars,SUN 12:01PM CT,FanDuel,spread,New England Patriots,2.5,-104,open,v3-forward-measurement
