player,player_id,position,team_name,player_game_count,assists,forced_fumbles,franchise_id,hits,interceptions,pass_break_ups,sacks,tackles
James Camden,53418,LB,W MICHIGAN,2,5,0,347,1,0,0,1,6
Malik Denkins,55516,ED,C MICHIGAN,1,0,0,134,0,0,0,0,1
Mister Williams,70521,LB,S DIEGO ST,1,1,0,284,0,0,0,0,0
Korey Foreman,70831,ED,FRESNO ST,1,0,0,169,0,0,0,0,0
Domani Jackson,71370,CB,ALABAMA,2,1,1,103,0,0,0,0,5
Keanu Tanuvasa,71398,DI,BYU,2,4,0,128,0,0,0,0,0
DJ Harvey,72089,CB,USC,1,1,0,326,0,0,1,0,3
Raider Damuni,72338,S,BYU,2,3,0,128,0,0,0,0,9
Justin Flowe,72388,LB,UNLV,2,0,0,325,0,0,0,0,1
Ian Shewell,72474,DI,ARIZONA ST,1,0,0,110,0,0,0,0,0
Jadon Pearson,72538,LB,FRESNO ST,1,2,1,169,0,0,0,0,6
Marco Notarainni,73389,LB,BOISE ST,2,3,1,120,1,0,0,2,9
Cory Hall,73699,DI,UNLV,1,0,0,325,0,0,0,0,0
Justin Sinclair,74258,S,HAWAII,1,0,0,180,0,0,0,0,0
Zion Branch,74395,S,GEORGIA,1,1,0,173,0,0,1,0,4
Silas Walters,75263,S,MIAMI OH,2,7,0,221,0,0,0,0,9
Moroni Anae,81437,LB,UTAH,1,2,0,328,0,0,0,0,6
Jayden Dunlap,85725,CB,BYU,2,0,0,128,0,0,0,0,1
Kalib Perry,86267,LB,LOUISVILLE,1,1,0,210,0,0,0,0,2
Blake Ruffin,86298,S,LOUISVILLE,1,0,0,210,0,0,0,0,1
Ceyair Wright,86877,CB,NEBRASKA,1,1,0,238,0,0,0,0,4
Ose Egbase,90529,ED,UNLV,2,0,0,325,0,0,0,0,0
Cam Ross,97105,WR,VIRGINIA,1,0,0,335,0,0,0,0,0
Mohamed Toure,97751,LB,MIAMI FL,3,6,0,220,2,0,2,0,19
Zaylin Wood,97761,DI,VANDERBILT,1,1,0,333,1,0,0,0,2
Mark Davis,97886,CB,VANDERBILT,1,0,0,333,0,0,1,0,2
Anthonie Cooper,97970,DI,ARIZONA ST,1,0,0,110,0,0,0,0,0
Jalen Catalon,98867,S,MISSOURI,1,2,0,229,0,0,0,0,2
Isaiah Gibson Sr.,98952,DI,SO MISS,1,0,0,296,0,0,0,0,2
Brandon Mack II,99105,ED,HOUSTON,1,3,0,182,0,0,0,0,0
Will Jones II,99276,S,N TEXAS,2,7,2,251,0,1,0,0,16
Isheem Young,99281,S,MEMPHIS,1,0,0,218,0,0,0,0,0
Virdel Edwards II,99286,CB,HAWAII,1,2,0,180,0,0,1,0,4
Deshawn McCuin,99502,CB,S DIEGO ST,1,0,0,284,0,0,1,0,2
Antonio Clary,99757,S,VIRGINIA,2,4,0,335,0,0,1,0,6
Rico Watson III,99809,ED,USF,1,0,0,327,1,0,0,1,6
Blaine Spires,100324,ED,PITTSBURGH,1,1,0,268,1,0,0,0,0
De'Jon Benton,100445,DI,HAWAII,1,0,0,180,2,0,0,0,2
Levani Damuni,100457,LB,UTAH,1,2,0,328,0,0,0,1,4
Javin Wright,101373,LB,NEBRASKA,1,1,0,238,0,0,0,0,1
Jalen Hunt,101456,ED,CINCINNATI,1,0,0,138,0,0,0,0,2
Tate Hallock,101668,S,W MICHIGAN,2,4,0,347,0,1,0,0,5
Rushawn Lawrence,101911,DI,MINNESOTA,1,0,0,225,0,0,0,0,0
Brendan Harrington,102848,LB,GA SOUTHRN,1,6,0,174,0,0,0,0,5
Logan Lutui,103655,ED,BYU,2,1,0,128,1,0,1,0,5
Jalen Bell,106404,DI,MEMPHIS,1,1,0,218,0,0,0,0,0
Tra Thomas,116043,ED,NC STATE,1,0,0,248,1,0,0,1,0
Elijah Culp,121345,CB,JAMES MAD,1,0,0,197,0,0,0,0,9
Sam Howard,121351,LB,TULANE,1,2,0,319,0,0,0,1,2
Corbet Mims,121534,ED,JVILLE ST,1,1,0,196,0,0,0,0,0
Channing Canada,121668,CB,TCU,1,0,0,305,0,1,0,0,2
Jayshaun Coffman,121726,DI,LOUISVILLE,1,0,0,210,0,0,0,0,0
JoJo Evans Jr.,121728,S,LOUISVILLE,1,1,0,210,0,0,0,1,6
Jori Benson,122053,DI,W MICHIGAN,1,0,0,347,0,0,0,0,0
Rodney Johnson,122103,CB,LOUISVILLE,1,2,0,210,0,0,0,0,4
Fred Davis II,122146,CB,NWESTERN,1,1,0,256,0,0,0,0,1
Tre Williams,122165,DI,MICHIGAN,1,0,0,222,0,0,0,0,1
Jamar Rucks,122252,ED,KENNESAW,1,0,0,200,0,0,0,0,0
Tony Anyanwu,122261,ED,RICE,1,1,0,275,0,0,0,2,7
A.J. McCarty,122274,CB,TEXAS TECH,1,0,0,315,0,0,0,0,1
Devin Neal,122278,S,VIRGINIA,2,6,0,335,0,0,2,0,15
Marques Watson-Trent,122461,LB,NEBRASKA,1,2,0,238,0,0,0,0,2
Jason Moore,122491,DI,GA TECH,1,0,0,176,1,0,0,0,0
Akelo Stone,122499,DI,GA TECH,1,0,0,176,0,0,0,0,2
Karon Prunty,122574,CB,WAKE,1,0,0,339,0,0,0,1,6
Caleb Anderson,122629,CB,MICHIGAN,1,0,0,222,0,0,0,0,0
Courtline Flowers,122635,CB,LA LAFAYET,1,0,0,207,0,0,1,0,1
Jordan Lawson,122647,ED,LA LAFAYET,1,0,0,207,0,0,0,0,4
Dominique Ratcliff,122655,DI,INDIANA,4,1,0,190,0,0,0,1,2
Tyree Skipper,122660,S,LA LAFAYET,1,4,0,207,0,0,1,0,3
Kershawn Fisher,122670,ED,W MICHIGAN,2,0,0,347,1,0,0,1,2
Keveion'ta Spears,122687,DI,SMU,1,0,0,287,0,0,0,0,2
Cedric Woods,122690,CB,LA TECH,1,0,0,208,1,0,1,0,2
Tahj Chambers,122740,LB,OLE MISS,2,4,0,226,1,0,0,0,9
Kedrick Bingley-Jones,122821,DI,MISS STATE,1,1,0,227,0,0,0,0,0
Devan Boykin,122855,S,INDIANA,4,1,0,190,0,0,1,2,11
Aidan Keanaaina,122903,DI,CAL,1,2,0,130,0,0,0,0,0
Caleb Offord,122908,CB,KENNESAW,2,3,0,200,0,1,1,0,8
Noah Arinze,122917,ED,COAST CAR,1,2,0,141,0,0,0,0,4
Reggie Grimes II,122927,ED,MEMPHIS,1,0,0,218,0,0,0,0,0
Rashad Battle,123003,CB,PITTSBURGH,1,1,0,268,0,0,0,0,1
Leon Lowery Jr.,123045,ED,ILLINOIS,1,0,0,187,0,0,0,0,2
Trebor Pena,123051,WR,PENN STATE,1,0,0,266,0,0,0,0,0
Bud Clark,123066,S,TCU,1,2,0,305,0,0,2,0,1
Prince Dorbah,123113,ED,ARIZONA ST,1,0,0,110,0,0,0,0,0
Sawyer Goram-Welch,123116,DI,COAST CAR,1,3,0,141,0,0,0,0,0
Everitt Rogers,123261,DI,HOUSTON,1,0,0,182,0,0,0,0,0
Mac Harris,123285,LB,USF,1,0,0,327,1,0,0,0,3
Ben Knox,123286,CB,USF,1,1,0,327,0,0,0,0,1
Justin Beadles,123341,ED,LOUISVILLE,1,0,0,210,0,0,0,0,0
Alec Bryant,123343,ED,ILLINOIS,1,2,0,187,0,0,0,0,0
Nick Andersen,123370,S,WAKE,1,4,0,339,0,0,0,1,6
Akheem Mesidor,123427,ED,MIAMI FL,3,2,0,220,0,0,0,4,8
Aaron Key,123454,LB,UCONN,1,0,0,146,0,0,0,0,0
Ben Blevins,123556,LB,CINCINNATI,1,0,0,138,0,0,0,0,0
Justin Wodtly,123586,ED,ARIZONA ST,1,3,0,110,3,0,0,1,2
Luis Medina,123715,DI,TROY,2,0,0,318,0,0,0,0,1
Josh Celiscar,123738,DI,USF,1,0,0,327,0,0,0,0,4
Kervins Choute,123739,DI,UCONN,1,1,0,146,1,0,0,0,3
Jaiden Francois,123745,CB,DUKE,2,0,0,154,0,0,0,0,5
Olasunkonmi Agunloye,123766,DI,FIU,1,0,0,166,0,0,0,0,0
Jahmeer Carter,123770,DI,VIRGINIA,2,3,0,335,0,0,0,0,3
Dave Herard,123779,S,W KENTUCKY,1,0,0,346,1,0,0,0,1
Teagan Wilk,123843,S,E CAROLINA,1,1,1,156,0,0,0,0,8
Eric Thomas Jr.,123966,ED,SO MISS,1,0,0,296,0,0,0,0,1
Romello Height,123988,ED,TEXAS TECH,2,0,0,315,2,0,0,1,5
Patrick Taylor,124041,CB,JVILLE ST,1,0,0,196,0,0,0,0,0
Jacobian Guillory II,124097,DI,LSU,1,0,0,211,0,0,0,0,0
