player,player_id,position,team_name,player_game_count,assists,forced_fumbles,franchise_id,hits,interceptions,pass_break_ups,sacks,tackles
Jon Bostic,7831,LB,WAS,9,6,0,32,0,0,0,0,14
Jamie Collins Sr.,7833,LB,NE,3,1,0,19,0,0,0,0,0
Tyrann Mathieu,7850,S,NO,17,18,1,20,1,3,4,1,70
John Jenkins,7863,DI,MIA,16,6,0,17,0,0,0,0,12
Logan Ryan,7864,S,TB,9,6,1,30,0,1,3,0,26
Duron Harmon,7872,S,LV,17,16,2,23,0,2,2,0,67
Brandon Williams,7875,DI,KC,5,1,0,16,1,0,0,0,0
Akeem Spence,7882,DI,SF,7,5,0,28,0,0,0,0,4
William Gholston,7908,DI,TB,17,18,0,30,4,0,0,0,31
Oday Aboushi,7923,G,LA,1,0,0,26,0,0,0,0,0
Steven Means,7929,ED,BLT,2,0,0,3,0,0,0,0,1
A.J. Klein,7930,LB,BUF,4,3,0,4,0,0,0,0,9
Micah Hyde,7941,S,BUF,2,2,0,4,0,0,0,0,5
Jordan Poyer,8000,S,BUF,12,15,1,4,0,4,3,0,46
Nick Williams,8006,DI,NYG,8,8,0,21,1,0,0,0,11
Tony Jefferson,8361,S,NYG,9,3,0,21,0,0,1,0,16
Brandon Copeland,8378,ED,BLT,3,3,0,3,0,0,0,1,1
Chris Banjo,8419,S,ARZ,11,2,0,1,0,0,0,0,5
Nickell Robey-Coleman,8483,CB,LV,1,0,0,23,0,0,0,0,0
Mike Purcell,8530,DI,DEN,17,16,0,10,2,0,0,1,32
Jadeveon Clowney,8636,ED,CLV,12,5,1,8,2,0,0,3,20
Khalil Mack,8640,ED,LAC,17,16,2,27,5,0,0,8,26
Anthony Barr,8644,LB,DAL,14,11,0,9,3,0,0,1,45
Aaron Donald,8648,DI,LA,11,10,1,26,7,0,0,5,35
Kyle Fuller,8649,CB,BLT,1,0,0,3,0,0,0,0,3
C.J. Mosley,8652,LB,NYJ,17,43,0,22,2,1,6,2,115
Jimmie Ward,8665,S,SF,12,13,1,28,2,3,0,0,41
Bradley Roby,8666,CB,NO,13,7,0,20,0,0,5,0,29
DeMarcus Lawrence,8669,ED,DAL,17,9,3,9,8,0,0,6,50
Kyle Van Noy,8675,ED,LAC,17,8,1,27,5,0,1,5,33
Lamarcus Joyner,8676,S,NYJ,14,16,0,22,2,3,3,0,37
Jeremiah Attaochu,8685,ED,LAC,3,0,0,27,0,0,0,0,2
Christian Kirksey,8706,LB,HST,17,35,0,13,3,2,2,4,86
Justin Ellis,8742,DI,NYG,17,8,0,21,0,0,0,1,12
DaQuan Jones,8747,DI,BUF,16,7,0,4,8,0,0,5,27
Dontae Johnson,8764,CB,SF,1,0,0,28,0,0,0,0,0
Kevin Pierre-Louis,8767,LB,HST,2,1,0,13,0,0,1,0,2
Brent Urban,8769,DI,BLT,16,6,0,3,0,0,0,1,13
Devon Kennard,8809,ED,BLT,7,2,0,3,2,0,0,0,5
T.J. Carrie,8853,CB,CAR,3,1,0,5,0,0,0,0,4
Shelby Harris,8869,DI,SEA,15,14,0,29,3,0,0,2,30
Terrance Mitchell,8888,CB,TEN,11,3,1,31,0,1,3,0,34
Denico Autry,8982,ED,TEN,12,4,2,31,12,0,0,8,16
Shaquil Barrett,9000,ED,TB,8,9,1,30,4,0,0,3,19
Christian Jones,9020,ED,SEA,2,1,0,29,0,0,0,0,1
Kerry Hyder Jr.,9045,DI,SF,16,8,0,28,3,0,0,1,12
Adrian Phillips,9177,S,NE,17,22,0,19,1,0,3,0,40
C.J. Goodwin,9243,CB,DAL,1,0,0,9,0,0,0,0,0
Daniel Sorensen,9253,S,NO,10,8,0,20,0,2,0,0,12
Joe Thomas,9272,LB,CHI,14,19,0,6,1,0,0,1,34
Keith Smith,9302,FB,ATL,1,0,0,2,0,0,0,0,0
Mike Pennel,9316,DI,CHI,17,7,1,6,2,0,0,0,22
K'Waun Williams,9332,CB,DEN,14,10,0,10,1,1,7,1,31
Dante Fowler Jr.,9436,ED,DAL,17,3,2,9,4,0,0,6,18
Leonard Williams,9439,DI,NYG,12,9,1,21,11,0,0,4,32
Danny Shelton,9445,DI,KC,1,0,0,16,0,0,0,0,0
Arik Armstead,9450,DI,SF,9,3,0,28,4,0,0,0,8
Marcus Peters,9451,CB,BLT,13,6,2,3,0,1,2,1,40
Bud Dupree,9455,ED,TEN,11,4,1,31,4,0,0,4,9
Shaq Thompson,9458,LB,CAR,17,27,0,5,2,0,4,1,104
Landon Collins,9466,S,NYG,6,6,0,21,0,1,1,1,8
Mario Edwards Jr.,9468,ED,TEN,13,4,0,31,8,0,0,3,11
Preston Smith,9471,ED,GB,17,9,1,12,13,0,0,10,38
Eric Kendricks,9478,LB,MIN,17,42,0,18,1,0,5,1,97
Eric Rowe,9480,S,MIA,14,9,2,17,0,0,2,2,45
Denzel Perryman,9481,LB,LV,12,15,0,23,4,2,0,1,66
Ronald Darby,9483,CB,DEN,5,2,1,10,0,0,1,0,12
Jordan Phillips,9485,DI,BUF,12,7,0,4,4,0,0,2,14
Markus Golden,9491,ED,ARZ,17,19,0,1,17,0,0,4,26
Randy Gregory,9493,ED,DEN,6,4,2,10,6,0,0,2,7
Frank Clark,9496,ED,KC,15,6,1,16,9,0,0,6,26
Tyler Lockett,9502,WR,SEA,1,0,0,29,0,0,0,0,0
P.J. Williams,9511,S,NO,11,7,0,20,0,0,2,0,19
Jordan Hicks,9517,LB,MIN,17,26,1,18,2,1,4,2,100
Danielle Hunter,9521,ED,MIN,17,12,1,18,11,0,0,12,43
Carl Davis Jr.,9523,DI,NE,16,4,0,19,0,0,0,1,4
Henry Anderson,9526,ED,CAR,11,4,0,5,1,0,0,0,13
Steven Nelson,9531,CB,HST,15,12,1,13,0,1,6,1,42
Angelo Blackson,9533,DI,CHI,15,6,0,6,1,0,0,0,16
Trey Flowers,9534,ED,MIA,4,1,0,17,1,0,0,0,1
Za'Darius Smith,9555,ED,MIN,16,6,3,18,15,0,0,10,28
Kwon Alexander,9557,LB,NYJ,17,11,1,22,1,0,1,1,47
Damien Wilson,9560,LB,CAR,11,9,1,5,0,0,0,2,22
Grady Jarrett,9570,DI,ATL,17,16,0,2,10,0,0,7,36
Adrian Amos,9575,S,GB,17,18,0,12,2,1,2,1,76
Bobby McCain,9578,S,WAS,17,16,1,32,1,0,5,0,61
Tyeler Davison,9587,DI,LAC,6,0,0,27,0,0,0,0,1
David Mayo,9602,LB,WAS,10,10,0,32,0,0,1,1,16
Quandre Diggs,9633,S,SEA,17,13,0,29,1,4,3,0,56
Christian Ringo,9643,DI,NO,2,0,0,20,0,0,0,0,0
Christian Covington,9649,DI,LAC,4,5,0,27,0,0,0,0,6
Rakeem Nunez-Roches,9650,DI,TB,17,8,0,30,1,0,0,2,26
Neville Hewitt,9836,LB,HST,3,0,0,13,0,0,0,0,4
Troy Hill,9881,CB,LA,12,14,0,26,0,1,3,0,50
DeShawn Williams,9891,DI,DEN,17,11,0,10,4,0,0,5,23
Justin Coleman,9892,CB,SEA,2,1,0,29,0,0,0,0,4
Dean Marlowe,9966,S,BUF,8,2,0,4,0,0,0,0,9
Alex Singleton,9994,LB,DEN,15,39,0,10,3,0,1,0,118
Bryce Callahan,10000,CB,LAC,15,8,0,27,2,3,2,0,38
T.Y. McGill,10156,DI,SF,9,3,0,28,2,0,0,0,6
Efe Obada,10235,ED,WAS,17,6,0,32,6,0,0,4,14
Erik Harris,10346,S,ATL,3,1,0,2,0,0,0,0,4
Joey Bosa,10637,ED,LAC,5,2,1,27,3,0,0,3,5
Jalen Ramsey,10639,CB,LA,17,18,2,26,1,4,11,2,62
DeForest Buckner,10641,DI,IND,17,17,2,14,13,0,0,9,50
Leonard Floyd,10643,ED,LA,17,21,0,26,12,0,0,9,33
Eli Apple,10644,CB,CIN,15,8,0,7,0,0,8,0,41
Sheldon Rankins,10646,DI,NYJ,15,9,1,22,4,0,1,4,33
Keanu Neal,10651,S,TB,15,12,0,30,4,1,3,1,47
Shaq Lawson,10653,ED,BUF,15,7,1,4,5,0,0,4,19
William Jackson III,10658,CB,WAS,4,2,0,32,0,0,2,0,14
Artie Burns,10659,CB,SEA,1,0,0,29,0,0,0,0,0
Kenny Clark,10661,DI,GB,17,17,1,12,8,0,0,5,31
Vernon Butler,10664,DI,NYG,1,2,0,21,0,0,0,0,2
Emmanuel Ogbah,10666,ED,MIA,9,4,0,17,6,0,0,1,9
Jaylon Smith,10668,LB,NYG,13,25,0,21,1,0,0,1,60
Myles Jack,10670,LB,PIT,15,31,0,25,1,0,2,0,80
Chris Jones,10671,DI,KC,17,6,2,16,12,0,0,15,25
Xavien Howard,10672,CB,MIA,15,6,0,17,0,1,11,0,37
Reggie Ragland,10675,LB,CLV,4,6,0,8,0,0,0,0,8
Austin Johnson,10677,DI,LAC,8,1,0,27,2,0,0,1,21
Jihad Ward,10678,ED,NYG,16,7,1,21,10,0,0,3,29
A'Shawn Robinson,10680,DI,LA,10,11,0,26,3,0,0,0,28
Jarran Reed,10683,DI,GB,17,15,1,12,11,0,0,4,36
Deion Jones,10686,LB,CLV,11,11,0,8,1,1,2,3,29
Mackensie Alexander,10688,CB,DAL,1,0,0,9,0,0,0,0,1
Vonn Bell,10695,S,CIN,16,15,2,7,2,4,2,2,60
James Bradberry,10696,CB,PHI,17,2,0,24,0,3,12,0,42
Adam Gotsis,10697,DI,JAX,15,7,0,15,6,0,0,3,9
Kevin Byard,10698,S,TEN,17,26,0,31,1,4,2,0,75
Carl Nassib,10699,ED,TB,13,3,0,30,2,0,0,4,14
Maliek Collins,10701,DI,HST,15,6,0,13,5,0,0,4,30
Yannick Ngakoue,10703,ED,IND,15,4,1,14,9,0,0,12,13
Jonathan Bullard,10706,DI,MIN,12,5,0,18,1,0,0,0,18
Daryl Worley,10711,CB,BLT,3,1,0,3,0,0,2,0,4
Kendall Fuller,10718,CB,WAS,17,10,0,32,0,3,7,0,41
Nick Vigil,10721,LB,ARZ,4,2,0,1,0,0,0,0,11
Javon Hargrave,10723,DI,PHI,17,15,1,24,6,0,0,11,33
Justin Simmons,10732,S,DEN,12,20,3,10,0,6,1,0,47
Joe Schobert,10733,LB,TEN,6,3,1,31,0,0,0,0,12
Eric Murray,10740,S,HST,12,1,0,13,0,0,0,0,15
Miles Killebrew,10745,LB,PIT,5,0,0,25,0,0,0,0,0
De'Vondre Campbell,10749,LB,GB,13,30,0,12,2,2,1,0,68
Hassan Ridgeway,10750,DI,SF,12,12,0,28,2,0,0,1,18
Juston Burris,10752,S,CAR,5,4,0,5,0,0,1,0,15
David Onyemata,10754,DI,NO,17,8,0,20,5,0,0,5,27
Andrew Billings,10756,DI,LV,14,8,0,23,1,0,0,2,29
Deon Bush,10758,S,KC,9,0,0,16,0,0,1,0,4
Blake Martinez,10765,LB,LV,4,4,0,23,0,0,0,0,17
Dean Lowry,10771,DI,GB,15,13,0,12,4,0,0,1,29
Matthew Judon,10780,ED,NE,17,11,2,19,14,0,1,17,26
Quinton Jefferson,10781,DI,SEA,17,10,0,29,6,0,1,6,14
Matt Ioannidis,10786,DI,CAR,13,12,0,5,8,0,0,1,25
DJ Reader,10800,DI,CIN,10,4,1,7,6,0,0,1,23
DeAndre Houston-Carson,10819,S,CHI,13,5,0,6,1,1,0,0,31
Anthony Brown,10823,CB,DAL,12,5,1,9,0,0,6,0,33
Kamu Grugier-Hill,10842,LB,ARZ,11,7,0,1,0,0,1,0,38
Elandon Roberts,10848,LB,MIA,17,26,0,17,1,0,0,5,70
Kevon Seymour,10852,CB,BLT,1,0,0,3,0,0,0,0,0
Will Parks,10853,S,NYJ,9,5,0,22,0,0,1,0,9
Jalen Mills,10867,CB,NE,10,3,0,19,1,2,3,0,26
Dwayne Washington,10870,HB,NO,2,1,0,20,0,0,0,0,0
Jayron Kearse,10878,S,DAL,14,11,1,9,0,1,3,2,64
Clayton Fejedelem,10879,S,MIA,8,1,0,17,0,0,1,0,4
Tyler Matakevich,10880,LB,BUF,1,0,0,4,0,0,0,0,0
Mike Hilton,10898,CB,CIN,14,7,0,7,4,1,3,0,52
Matthias Farley,10953,S,LV,5,0,0,23,0,0,0,0,1
Justin Zimmer,10975,DI,MIA,5,2,0,17,0,0,0,0,0
Kyle Peko,11027,DI,LV,8,4,0,23,0,0,0,0,7
Michael Pierce,11101,DI,BLT,3,0,1,3,1,0,0,0,5
Stephen Anderson,11160,TE,ARZ,1,0,0,1,0,0,0,0,0
Morgan Fox,11184,DI,LAC,17,8,0,27,5,0,0,7,25
Cory Littleton,11190,LB,CAR,15,12,0,5,1,0,2,1,30
Jonathan Jones,11217,CB,NE,16,10,3,19,0,4,5,0,57
Andrew Adams,11240,S,TEN,13,11,0,31,1,1,1,0,50
Romeo Okwara,11250,ED,DET,5,4,0,11,0,0,0,2,3
Brandin Bryant,11280,DI,BUF,4,0,0,4,0,0,0,0,3
Antwaun Woods,11332,DI,ARZ,1,0,0,1,0,0,0,0,2
Roy Robertson-Harris,11341,DI,JAX,17,8,0,15,8,0,2,3,32
C.J. Ham,11347,FB,MIN,2,0,0,18,0,0,0,0,0
Antonio Hamilton Sr.,11353,CB,ARZ,10,1,0,1,0,1,3,0,37
Myles Garrett,11756,ED,CLV,16,11,2,8,8,0,0,18,27
Solomon Thomas,11758,DI,NYJ,17,7,0,22,3,0,0,1,16
Jamal Adams,11761,S,SEA,1,0,0,29,1,0,1,0,3
Marshon Lattimore,11766,CB,NO,7,3,0,20,0,1,3,0,22
Haason Reddick,11768,ED,PHI,17,2,6,24,10,0,2,18,26
Derek Barnett,11769,ED,PHI,1,0,0,24,0,0,0,0,0
Malik Hooker,11770,S,DAL,16,10,0,9,0,3,0,0,54
Marlon Humphrey,11771,CB,BLT,17,14,1,3,1,3,2,3,54
Jonathan Allen,11772,DI,WAS,16,13,2,32,9,1,0,8,44
Adoree' Jackson,11773,CB,NYG,10,7,1,21,0,0,7,0,41
Jarrad Davis,11776,LB,NYG,4,4,0,21,0,0,0,0,8
Charles Harris,11777,ED,DET,6,3,1,11,3,0,0,1,9
Jabrill Peppers,11780,S,NE,17,15,0,19,0,0,1,0,38
Takk McKinley,11781,ED,DAL,3,2,0,9,0,0,0,0,0
Tre'Davious White,11782,CB,BUF,6,3,0,4,0,1,3,0,17
Taco Charlton,11783,ED,CHI,5,1,0,6,0,0,0,0,2
T.J. Watt,11785,ED,PIT,10,5,1,25,4,2,0,7,27
Budda Baker,11791,S,ARZ,15,27,1,1,2,2,3,0,83
Marcus Maye,11794,S,NO,10,9,1,20,0,0,2,0,48
Marcus Williams,11797,S,BLT,10,12,0,3,0,4,3,0,47
Sidney Jones IV,11798,CB,LV,10,2,0,23,0,0,1,0,10
Quincy Wilson,11801,CB,PIT,1,0,0,25,0,0,0,0,0
Tyus Bowser,11802,ED,BLT,9,6,1,3,3,0,0,2,8
Ryan Anderson,11804,ED,PIT,5,0,0,25,0,0,0,0,1
Justin Evans,11805,S,NO,13,4,1,20,0,0,1,0,20
DeMarcus Walker,11806,DI,TEN,17,4,0,31,8,0,0,8,20
Teez Tabor,11808,S,SEA,7,2,0,29,0,0,0,0,6
Raekwon McMillan,11809,LB,NE,15,3,0,19,0,0,0,1,23
Dalvin Tomlinson,11810,DI,MIN,13,12,1,18,7,0,0,3,25
Zach Cunningham,11812,LB,TEN,6,8,0,31,0,0,0,0,15
Tanoh Kpassagnon,11814,ED,NO,15,3,0,20,2,0,0,4,22
Chidobe Awuzie,11815,CB,CIN,8,3,1,7,0,0,6,0,31
Josh Jones,11816,S,SEA,11,7,0,29,1,0,1,0,23
Larry Ogunjobi,11820,DI,PIT,16,17,0,25,9,0,0,2,28
Ahkello Witherspoon,11821,CB,PIT,4,3,0,25,0,1,1,0,16
Dawuane Smoot,11823,ED,JAX,15,4,1,15,6,0,1,6,10
Jordan Willis,11828,ED,SF,9,2,1,28,3,0,0,2,5
Chris Wormley,11829,DI,PIT,13,7,1,25,1,0,0,1,19
Duke Riley,11830,LB,MIA,17,13,0,17,1,0,2,1,22
Alex Anzalone,11831,LB,DET,17,41,1,11,5,1,2,2,78
Tarell Basham,11835,ED,TEN,7,4,0,31,1,0,0,0,0
Fabian Moreau,11836,CB,NYG,14,9,0,21,0,0,7,0,52
Shaquill Griffin,11845,CB,JAX,5,5,0,15,0,0,5,0,21
Jourdan Lewis,11846,CB,DAL,6,5,0,9,0,1,0,1,19
John Johnson III,11847,S,CLV,17,13,2,8,1,1,3,1,79
Montravius Adams,11848,DI,PIT,17,4,0,25,0,0,0,0,21
Cameron Sutton,11850,CB,PIT,16,6,0,25,0,3,8,0,37
Rasul Douglas,11854,CB,GB,17,8,1,12,0,4,7,1,65
Trey Hendrickson,11858,ED,CIN,15,4,3,7,18,0,1,9,19
Jaleel Johnson,11864,DI,ATL,9,3,0,2,0,0,0,1,12
Eddie Jackson,11867,S,CHI,12,12,2,6,0,4,3,0,70
Rayshawn Jenkins,11868,S,JAX,17,30,2,15,1,3,4,1,82
Carl Lawson,11871,ED,NYJ,17,6,1,22,16,0,0,8,15
Mack Hollins,11873,WR,LV,2,0,0,23,0,0,0,0,0
Jalen Reeves-Maybin,11879,LB,HST,7,3,0,13,0,0,0,0,7
Samson Ebukam,11880,ED,SF,15,5,1,28,8,0,0,5,24
Deatrich Wise Jr.,11886,ED,NE,17,22,2,19,5,0,0,8,32
Carlos Watkins,11897,DI,DAL,12,11,1,9,0,0,0,0,16
Grover Stewart,11899,DI,IND,17,15,0,14,3,0,0,4,52
Damontae Kazee,11904,S,PIT,9,5,0,25,0,2,0,0,14
Desmond King II,11906,CB,HST,17,18,0,13,2,2,6,0,66
Jayon Brown,11910,LB,LV,8,6,0,23,1,0,1,0,37
Nate Hairston,11913,CB,ARZ,1,1,0,1,0,0,0,0,0
Anthony Walker Jr.,11916,LB,CLV,3,3,0,8,0,0,1,0,10
Matt Milano,11918,LB,BUF,15,22,0,4,6,3,5,2,78
Trent Taylor,11932,WR,CIN,1,0,0,7,0,0,0,0,0
Davon Godchaux,11934,DI,NE,17,21,0,19,1,0,0,2,41
Nathan Gerry,11940,LB,WAS,1,0,0,32,0,0,0,0,0
Chuck Clark,11941,S,BLT,17,29,1,3,0,0,4,0,70
Tanzel Smart,11944,DI,NYJ,3,1,0,22,0,0,0,0,2
Xavier Woods,11946,S,CAR,15,17,0,5,1,0,5,1,66
Tanner Vallejo,11950,LB,ARZ,16,13,0,1,2,0,1,0,18
Al-Quadin Muhammad,11951,ED,CHI,16,9,1,6,2,0,0,1,20
D.J. Jones,11953,DI,DEN,15,7,0,10,1,0,0,2,24
Jeremiah Ledbetter,11960,DI,JAX,1,0,0,15,1,0,0,1,0
Rudy Ford,11963,S,GB,14,3,1,12,0,3,1,0,36
Ifeadi Odenigbo,11975,ED,TB,14,6,0,30,4,0,0,4,8
Isaac Rochell,11980,ED,LV,7,1,0,23,2,0,0,0,12
Elijah Lee,11987,LB,CHI,1,0,0,6,0,0,0,0,0
Patrick O'Connor,12005,DI,TB,11,3,0,30,1,0,0,0,3
Michael Davis,12040,CB,LAC,14,11,0,27,0,1,12,1,50
Jacob Hollister,12051,TE,LV,1,0,0,23,0,0,0,0,0
Greg Mabin,12068,CB,TEN,5,3,0,31,0,0,0,0,9
Josh Tupou,12093,DI,CIN,11,6,0,7,1,0,0,2,11
Taysom Hill,12112,TE,NO,2,0,0,20,0,0,0,0,0
Arthur Maulet,12224,CB,PIT,17,9,1,25,0,1,2,2,35
Corey Clement,12253,HB,ARZ,1,0,0,1,0,0,0,0,0
Zach Pascal,12303,WR,PHI,3,0,0,24,0,0,0,0,0
Joe Jones,12321,LB,TEN,5,0,0,31,0,0,0,0,2
Sione Takitaki,12666,LB,CLV,12,22,1,8,1,0,1,1,43
Penny Hart,13534,WR,SEA,1,0,0,29,0,0,0,0,0
Alexander Johnson,15267,LB,SEA,1,1,0,29,0,0,0,0,2
Sam Eguavoen,15301,LB,MIA,11,1,0,17,0,0,0,0,2
Jonathan Ledbetter,18645,DI,ARZ,14,7,0,1,0,0,0,1,14
Kemoko Turay,21702,ED,SF,3,0,0,28,0,0,0,0,1
Tanner Conner,22777,TE,MIA,1,0,0,17,0,0,0,0,0
Sam Kamara,24176,ED,CLV,1,0,0,8,0,0,0,0,0
Dylan Cole,24304,LB,TEN,15,10,0,31,0,0,1,1,38
Nathan Shepherd,24614,DI,NYJ,17,10,0,22,6,0,0,2,23
Foyesade Oluokun,24904,LB,JAX,17,33,3,15,9,0,2,2,150
Deionte Thompson,25444,S,ARZ,2,0,0,1,0,0,0,0,0
Levi Wallace,25445,CB,PIT,15,8,0,25,0,4,6,0,39
Anfernee Jennings,25449,ED,NE,16,7,0,19,2,0,0,1,18
Dane Cruikshank,25546,S,CHI,1,0,0,6,0,0,0,0,0
Bravvion Roy,25644,DI,CAR,13,7,0,5,0,1,0,0,11
Clay Johnston,25685,LB,CIN,2,0,0,7,0,0,0,0,0
Jonathan Ward,25859,HB,TEN,1,0,0,31,0,0,0,0,0
Sean Murphy-Bunting,25891,CB,TB,9,9,1,30,0,2,4,0,17
Clelin Ferrell,25955,ED,LV,16,8,0,23,5,0,0,3,16
Dexter Lawrence,25991,DI,NYG,16,16,2,21,22,0,0,9,45
KhaDarel Hodge,26104,WR,ATL,1,0,0,2,0,0,0,0,0
Isaiah Mack,26229,DI,SEA,2,1,0,29,0,0,0,0,2
Maxx Crosby,26316,ED,LV,17,13,4,23,22,0,0,15,57
Jabari Zuniga,26449,ED,NO,1,0,0,20,0,0,0,0,2
Ben Banogu,26554,ED,IND,16,1,0,14,0,0,0,0,4
C.J. Moore,26617,S,DET,9,3,0,11,1,0,1,0,2
D.J. Reed,26940,CB,NYJ,17,11,1,22,0,1,10,0,70
Isaiah Rodgers,27069,CB,IND,13,5,1,14,0,0,2,0,28
Bryce Huff,27128,ED,NYJ,14,1,1,22,8,0,0,4,0
Siran Neal,27130,CB,BUF,7,2,0,4,1,0,3,0,6
Montez Sweat,27271,ED,WAS,17,8,0,32,19,0,0,8,27
Chris Evans,27303,HB,CIN,1,0,0,7,0,0,0,0,0
Devin Bush,27375,LB,PIT,17,26,0,25,2,0,1,0,57
Michael Dwumfour,27376,DI,SF,9,1,0,28,2,0,0,0,8
David Long Jr.,27377,CB,LA,10,2,0,26,0,0,1,0,18
Joshua Uche,27379,ED,NE,15,1,2,19,3,0,0,12,14
Jalen Dalton,27753,DI,ATL,7,3,0,2,0,0,0,0,12
Armon Watts,27844,DI,CHI,17,11,0,6,1,0,0,1,24
Joe Gaziano,27949,DI,LAC,5,2,0,27,1,0,0,1,5
DaVon Hamilton,28072,DI,JAX,17,17,1,15,4,0,1,3,39
Dre'Mont Jones,28075,DI,DEN,13,11,1,10,5,0,0,7,27
Malik Harrison,28081,LB,BLT,15,4,0,3,0,0,0,0,22
Jerome Baker,28091,LB,MIA,17,21,1,17,2,0,3,5,73
Neville Gallimore,28094,DI,DAL,16,11,0,9,1,0,0,1,20
Tremon Smith,28196,CB,HST,3,2,1,13,0,2,2,0,14
Troy Dye,28251,LB,MIN,6,3,0,18,0,0,0,0,2
Kevin Givens,28308,DI,SF,13,4,0,28,1,0,0,3,13
Myles Adams,28430,DI,SEA,10,1,0,29,1,0,0,0,14
Bilal Nichols,28451,DI,LV,17,19,0,23,9,0,0,2,22
Kameron Cline,28668,ED,IND,3,0,0,14,0,0,0,0,1
Jermaine Carter,28838,LB,CLV,4,3,0,8,1,0,0,0,9
DeShon Elliott,28854,S,DET,14,15,1,11,4,1,3,0,76
Jack Jones,29050,CB,NE,13,4,1,19,0,2,4,0,26
Darius Harris,29188,LB,KC,17,10,0,16,0,0,0,2,27
David Long Jr.,29367,LB,TEN,12,24,0,31,3,2,1,0,65
Germaine Pratt,29407,LB,CIN,15,36,1,7,0,2,2,1,60
Chris Board,29456,LB,DET,15,1,1,11,1,0,1,0,12
Logan Wilson,29623,LB,CIN,15,32,1,7,4,1,3,3,89
Dakota Allen,30076,LB,DEN,1,0,0,10,0,0,0,0,0
Andrew Van Ginkel,30267,ED,MIA,16,10,0,17,4,1,0,1,23
Jabril Cox,30669,LB,DAL,5,1,0,9,0,0,0,0,3
T.J. Edwards,30737,LB,PHI,17,35,0,24,3,0,7,2,125
