player,player_id,position,team_name,player_game_count,assists,forced_fumbles,franchise_id,hits,interceptions,pass_break_ups,sacks,tackles
Zachary Ford,55353,S,TOLEDO,2,1,0,316,0,0,0,0,9
Popo Aumavae,56803,DI,OREGON,1,1,0,264,0,0,0,1,1
Jacob Lichtenstein,56912,DI,MIAMI FL,1,0,0,220,0,0,0,0,0
Isaac Ukwu,57888,ED,OLE MISS,1,2,0,226,2,0,0,0,1
Londyn Craft,60689,LB,E MICHIGAN,1,1,0,160,0,0,0,0,4
Takulve Williams,61346,S,W KENTUCKY,1,1,0,346,0,0,0,0,2
Jeremiah Harris,63043,S,JVILLE ST,1,2,0,196,0,0,0,0,5
Will Whitson,64470,ED,COAST CAR,1,0,0,141,1,0,0,0,0
Josh Minkins,66051,S,LOUISVILLE,1,1,0,210,0,0,0,0,3
Jeremiah Wood,66274,S,OHIO,1,2,1,259,0,1,0,0,2
Ty Hamilton,66298,DI,OHIO STATE,1,1,0,260,0,0,0,1,3
Tuasivi Nomura,70879,ED,FRESNO ST,1,0,0,169,0,0,0,0,1
Keyon Ware-Hudson,71322,DI,OREGON,2,0,0,264,0,0,0,0,3
Keanu Tanuvasa,71398,DI,UTAH,1,1,0,328,0,0,0,0,0
Quentin Moten,71681,CB,UNLV,1,0,0,325,0,0,0,0,5
Jaxen Turner,71728,S,UNLV,2,2,1,325,0,1,0,0,5
Sheldon Newton,71957,DI,BOISE ST,2,0,0,120,0,0,0,0,2
Ralen Goforth,72169,LB,WASHINGTON,3,1,0,340,0,0,0,0,3
Kamren Fabiculanan,72332,S,WASHINGTON,3,3,0,340,0,0,0,0,6
Logan Pili,72354,LB,UTAH ST,1,0,0,329,0,0,0,0,7
Keith Conley Jr.,72821,ED,UNLV,2,1,0,325,0,0,0,0,2
Marco Notarainni,73389,LB,BOISE ST,1,0,0,120,0,0,0,0,0
Jalen Williams,73776,CB,FRESNO ST,1,0,0,169,0,0,0,0,0
Evan Williams,73864,S,OREGON,2,2,0,264,0,0,0,0,10
Max Williams,73985,S,USC,1,0,1,326,0,0,0,1,1
Silas Walters,75263,S,MIAMI OH,2,1,0,221,0,0,3,0,4
Rome Weber,75728,CB,W KENTUCKY,1,0,0,346,0,0,1,0,0
Solomon Byrd,75742,ED,USC,1,1,0,326,0,0,0,0,2
