player,player_id,position,team_name,player_game_count,assists,forced_fumbles,franchise_id,hits,interceptions,pass_break_ups,sacks,tackles
Brandon Graham,5538,ED,PHI,1,0,0,24,0,0,0,0,1
Von Miller,6154,ED,BUF,3,0,0,4,1,0,0,0,2
Cameron Heyward,6183,DI,PIT,1,4,0,25,0,0,0,0,5
Stephon Gilmore,7016,CB,MIN,1,0,0,18,0,0,1,0,1
Bobby Wagner,7050,LB,WAS,3,8,0,32,0,0,0,1,13
Lavonte David,7060,LB,TB,1,5,0,30,0,0,0,1,4
Harrison Smith,7641,S,MIN,1,1,0,18,1,0,1,0,7
Darius Slay,7817,CB,PHI,4,1,0,24,0,1,4,0,13
William Gholston,7908,DI,TB,1,0,0,30,0,0,0,0,0
Tony Jefferson,8361,S,LAC,1,0,1,27,0,0,0,0,3
Khalil Mack,8640,ED,LAC,1,1,0,27,0,0,0,2,3
Kyle Van Noy,8675,ED,BLT,2,0,0,3,1,0,0,1,4
DaQuan Jones,8747,DI,BUF,3,1,0,4,0,0,0,0,5
Brent Urban,8769,DI,BLT,2,0,0,3,0,0,0,0,0
Denico Autry,8982,ED,HST,2,0,0,13,1,0,0,1,0
Shaquil Barrett,9000,ED,TB,1,0,0,30,0,0,0,0,1
Mike Pennel,9316,DI,KC,3,1,0,16,0,0,0,0,7
Dante Fowler Jr.,9436,ED,WAS,3,1,0,32,1,0,0,0,4
Bud Dupree,9455,ED,LAC,1,0,0,27,0,0,0,0,0
Mario Edwards Jr.,9468,DI,HST,2,0,0,13,2,0,0,2,1
Denzel Perryman,9481,LB,LAC,1,1,0,27,0,0,0,0,1
Jordan Phillips,9485,DI,BUF,3,1,0,4,0,0,0,1,1
Danielle Hunter,9521,ED,HST,2,0,0,13,2,0,0,0,7
Carl Davis Jr.,9523,DI,WAS,1,1,0,32,0,0,0,0,4
Za'Darius Smith,9555,ED,DET,1,0,0,11,0,0,0,0,0
Neville Hewitt,9836,LB,HST,2,0,0,13,0,0,0,0,1
Joey Bosa,10637,ED,LAC,1,1,0,27,0,0,0,1,0
Kenny Clark,10661,DI,GB,1,2,0,12,0,0,0,0,3
Chris Jones,10671,DI,KC,3,1,0,16,4,0,0,1,3
Austin Johnson,10677,DI,BUF,3,4,0,4,0,0,0,0,3
Jihad Ward,10678,DI,MIN,1,2,0,18,0,0,0,0,1
Deion Jones,10686,LB,TB,1,0,0,30,0,0,1,0,2
Jonathan Bullard,10706,DI,MIN,1,0,0,18,0,0,0,0,1
Sheldon Day,10737,DI,WAS,3,0,0,32,1,0,0,0,1
Eric Murray,10740,S,HST,2,2,0,13,1,1,1,0,9
