player,player_id,position,team_name,player_game_count,assists,forced_fumbles,franchise_id,hits,interceptions,pass_break_ups,sacks,tackles
Tramon Williams,3558,CB,GB,1,0,0,12,0,0,0,0,3
Calais Campbell,4364,DI,BLT,2,1,0,3,1,0,0,0,2
Malcolm Jenkins,4937,S,NO,2,4,0,20,1,0,1,0,11
Steve McLendon,5232,DI,TB,3,2,0,30,3,0,0,0,4
Ndamukong Suh,5527,DI,TB,4,1,0,30,2,0,0,2,6
Tyson Alualu,5535,DI,PIT,1,0,0,25,0,0,0,0,3
Jason Pierre-Paul,5540,ED,TB,4,2,0,30,2,0,0,2,9
Jerry Hughes,5556,ED,BUF,3,4,0,4,0,0,0,3,2
Carlos Dunlap,5579,ED,SEA,1,1,0,29,1,0,0,0,2
Sherrick McManis,5667,S,CHI,1,0,0,6,0,0,0,0,0
Andrew Sendejo,6118,S,CLV,2,2,0,8,0,0,1,0,4
Robert Quinn,6166,ED,CHI,1,0,0,6,0,0,0,0,3
Ryan Kerrigan,6168,ED,WAS,1,0,0,32,0,0,0,0,0
Adrian Clayborn,6172,ED,CLV,2,0,0,8,2,0,0,0,2
Cameron Jordan,6176,ED,NO,2,1,0,20,1,0,0,0,8
Jimmy Smith,6179,CB,BLT,2,1,0,3,0,0,0,0,4
Cameron Heyward,6183,DI,PIT,1,0,0,25,0,0,0,0,1
Brooks Reed,6194,ED,TEN,1,0,0,31,0,0,0,1,0
Justin Houston,6222,ED,IND,1,0,0,14,0,0,0,1,0
K.J. Wright,6251,LB,SEA,1,2,0,29,1,0,0,0,3
Pernell McPhee,6317,ED,BLT,2,1,0,3,0,0,0,1,5
Malcolm Smith,6394,LB,CLV,2,0,0,8,0,0,0,0,5
Mario Addison,6558,ED,BUF,3,0,0,4,0,0,0,1,8
Michael Brockers,7020,DI,LA,2,1,0,26,0,0,0,0,8
Derek Wolfe,7040,DI,BLT,2,1,0,3,1,0,0,1,5
Janoris Jenkins,7043,CB,NO,2,1,0,20,0,0,1,0,9
Mychal Kendricks,7049,LB,WAS,1,1,0,32,0,0,0,0,5
Bobby Wagner,7050,LB,SEA,1,1,0,29,0,0,0,1,15
Lavonte David,7060,LB,TB,4,5,0,30,0,0,4,1,20
Demario Davis,7079,LB,NO,2,3,0,20,1,0,0,1,11
Akiem Hicks,7090,DI,CHI,1,2,0,6,2,0,0,0,3
Jack Crawford,7151,ED,TEN,1,0,0,31,0,0,0,0,0
Danny Trevathan,7177,LB,CHI,1,2,0,6,0,0,0,0,9
Tashaun Gipson Sr.,7288,S,CHI,1,1,1,6,0,0,2,1,6
L.J. Fort,7292,LB,BLT,2,0,0,3,1,0,0,0,5
Damon Harrison Sr.,7355,DI,GB,2,1,0,12,0,0,0,0,2
Josh Norman,7649,CB,BUF,3,1,1,4,0,0,0,0,5
Barkevious Mingo,7787,ED,CHI,1,1,0,6,0,0,0,0,1
Sheldon Richardson,7794,DI,CLV,2,1,0,8,2,0,0,0,4
Kenny Vaccaro,7796,S,TEN,1,2,0,31,0,0,0,0,6
Xavier Rhodes,7806,CB,IND,1,1,0,14,0,0,1,0,2
Manti Te'o,7819,LB,CHI,1,3,0,6,0,0,0,0,6
Kevin Minter,7826,LB,TB,1,1,0,30,0,0,0,0,4
Jon Bostic,7831,LB,WAS,1,3,0,32,0,0,0,0,4
Tyrann Mathieu,7850,S,KC,3,3,0,16,1,1,0,0,15
John Jenkins,7863,DI,CHI,1,1,0,6,0,0,0,0,1
Brandon Williams,7875,DI,BLT,2,2,0,3,0,0,0,0,3
Alex Okafor,7885,ED,KC,3,1,0,16,0,0,0,0,4
William Gholston,7908,DI,TB,4,1,0,30,4,0,0,0,2
A.J. Klein,7930,LB,BUF,3,0,0,4,0,0,0,0,4
Micah Hyde,7941,S,BUF,3,3,0,4,0,0,2,0,14
Vince Williams,7988,LB,PIT,1,1,0,25,0,0,0,0,5
Jordan Poyer,8000,S,BUF,3,6,0,4,0,0,0,0,16
Benson Mayowa,8196,ED,SEA,1,0,0,29,0,0,0,0,2
Will Compton,8308,LB,TEN,1,0,0,31,0,0,0,0,0
Khalil Mack,8640,ED,CHI,1,0,0,6,0,0,0,0,2
Aaron Donald,8648,DI,LA,2,0,0,26,1,0,0,2,2
Kyle Fuller,8649,CB,CHI,1,2,0,6,0,0,1,0,3
Stephon Tuitt,8681,DI,PIT,1,3,0,25,0,0,0,0,3
Trent Murphy,8682,ED,BUF,1,0,0,4,1,0,0,0,1
Christian Kirksey,8706,LB,GB,2,1,0,12,0,0,0,0,5
Bashaud Breeland,8737,CB,KC,3,1,0,16,0,0,2,0,15
Justin Ellis,8742,DI,BLT,1,0,0,3,0,0,0,0,1
Cassius Marsh,8743,ED,PIT,1,1,0,25,0,0,0,0,1
Ross Cockrell,8744,CB,TB,3,0,0,30,0,0,2,0,1
DaQuan Jones,8747,DI,TEN,1,1,0,31,0,0,0,1,1
Anthony Hitchens,8754,LB,KC,3,1,0,16,1,0,1,0,12
Brent Urban,8769,DI,CHI,1,0,0,6,0,0,0,0,2
Avery Williamson,8786,LB,PIT,1,1,0,25,0,0,0,0,0
T.J. Carrie,8853,CB,IND,1,1,0,14,0,0,0,0,2
Terrance Mitchell,8888,CB,CLV,2,0,0,8,0,0,1,0,13
Denico Autry,8982,ED,IND,1,0,1,14,0,0,0,2,2
Shaquil Barrett,9000,ED,TB,4,1,0,30,4,0,0,4,4
Malcolm Butler,9040,CB,TEN,1,0,0,31,0,1,1,0,5
Daniel Sorensen,9253,S,KC,3,4,1,16,2,0,0,0,12
Mike Pennel,9316,DI,KC,3,0,0,16,0,0,0,0,2
Kevin Johnson,9449,CB,CLV,1,1,0,8,0,0,0,0,5
Marcus Peters,9451,CB,BLT,2,0,0,3,0,1,0,0,9
Malcom Brown,9465,DI,NO,2,1,0,20,0,0,0,0,2
Mario Edwards Jr.,9468,DI,CHI,1,0,0,6,1,0,0,0,4
Preston Smith,9471,ED,GB,2,1,0,12,2,0,0,0,5
Ronald Darby,9483,CB,WAS,1,0,0,32,0,0,0,0,5
Frank Clark,9496,ED,KC,3,1,0,16,0,0,0,3,4
P.J. Williams,9511,S,NO,2,1,0,20,0,0,1,0,0
Steven Nelson,9531,CB,PIT,1,0,0,25,0,0,0,0,5
Za'Darius Smith,9555,ED,GB,2,3,0,12,1,0,0,1,1
Damien Wilson,9560,LB,KC,3,2,0,16,1,0,1,0,11
Adrian Amos,9575,S,GB,2,1,0,12,0,1,0,0,6
Quandre Diggs,9633,S,SEA,1,0,0,29,0,0,0,0,4
Rakeem Nunez-Roches,9650,DI,TB,4,2,0,30,1,0,0,0,1
Troy Hill,9881,CB,LA,2,2,0,26,0,0,1,0,4
James Vaughters,9934,ED,CHI,1,0,0,6,0,0,0,0,0
Dean Marlowe,9966,S,BUF,1,0,0,4,0,0,0,0,0
Nick Dzubnar,10127,LB,TEN,1,0,0,31,0,0,0,0,1
Jalen Ramsey,10639,CB,LA,2,2,0,26,0,0,1,0,5
DeForest Buckner,10641,DI,IND,1,0,0,14,1,0,0,0,2
Leonard Floyd,10643,ED,LA,2,2,0,26,1,0,0,2,1
Sheldon Rankins,10646,DI,NO,2,0,0,20,1,0,0,1,2
Karl Joseph,10648,S,CLV,2,3,0,8,1,1,0,0,2
Kenny Clark,10661,DI,GB,2,1,0,12,0,0,0,3,6
Vernon Butler,10664,DI,BUF,3,1,0,4,1,0,0,0,2
Chris Jones,10671,DI,KC,3,4,0,16,2,0,0,0,5
Jihad Ward,10678,ED,BLT,2,0,0,3,0,0,0,0,3
A'Shawn Robinson,10680,DI,LA,2,1,1,26,0,0,0,0,5
Jarran Reed,10683,DI,SEA,1,1,0,29,1,0,0,2,2
Kevin Byard,10698,S,TEN,1,2,0,31,1,0,0,0,1
Will Redmond,10702,S,GB,2,0,0,12,0,0,0,0,0
Yannick Ngakoue,10703,ED,BLT,2,0,0,3,0,0,0,0,0
Kendall Fuller,10718,CB,WAS,1,0,0,32,0,0,1,0,3
Ryan Smith,10742,CB,TB,1,0,0,30,0,0,0,0,0
B.J. Goodson,10743,LB,CLV,2,2,0,8,0,0,0,0,13
David Onyemata,10754,DI,NO,2,2,0,20,0,0,0,0,4
Deon Bush,10758,S,CHI,1,1,0,6,0,0,0,0,0
Dean Lowry,10771,DI,GB,2,2,0,12,0,0,0,0,4
Matthew Judon,10780,ED,BLT,2,1,1,3,1,0,0,1,5
Quinton Jefferson,10781,DI,BUF,3,1,0,4,0,0,0,0,4
