player,player_id,position,team_name,player_game_count,assists,forced_fumbles,franchise_id,hits,interceptions,pass_break_ups,sacks,tackles
Calais Campbell,4364,DI,ARZ,17,9,0,1,9,0,0,6,26
Brandon Graham,5538,ED,PHI,9,2,0,24,0,0,0,3,3
Jason Pierre-Paul,5540,ED,TB,3,0,0,30,0,0,0,0,0
Von Miller,6154,ED,WAS,17,2,0,32,4,0,0,10,14
Cameron Jordan,6176,ED,NO,17,8,1,20,5,0,0,10,31
Cameron Heyward,6183,DI,PIT,17,20,1,25,6,0,0,4,52
Nick Bellore,6515,LB,WAS,2,1,0,32,0,0,0,0,1
Bobby Wagner,7050,LB,WAS,17,53,0,32,4,2,2,5,107
Lavonte David,7060,LB,TB,17,32,2,30,2,1,2,4,71
Demario Davis,7079,LB,NO,17,37,2,20,1,0,2,1,99
Harrison Smith,7641,S,MIN,15,8,0,18,1,2,3,1,43
Darius Slay,7817,CB,PIT,10,5,0,25,0,0,3,0,31
John Jenkins,7863,DI,BLT,17,9,1,3,0,0,0,1,28
Jordan Poyer,8000,S,BUF,10,18,0,4,0,1,2,1,43
Tony Jefferson,8361,S,LAC,13,14,0,27,2,4,3,1,40
Jadeveon Clowney,8636,ED,DAL,13,3,1,9,2,0,0,9,26
Khalil Mack,8640,ED,LAC,12,5,3,27,5,0,0,6,19
DeMarcus Lawrence,8669,ED,SEA,16,15,3,29,12,0,0,8,31
Kyle Van Noy,8675,ED,BLT,15,3,0,3,8,1,1,2,14
DaQuan Jones,8747,DI,BUF,12,3,1,4,6,1,0,3,15
Brent Urban,8769,DI,BLT,15,6,0,3,3,0,0,1,12
Shelby Harris,8869,DI,CLV,17,7,0,8,3,0,0,2,26
Denico Autry,8982,DI,HST,12,0,1,13,2,0,0,4,2
Mike Pennel,9316,DI,KC,16,12,0,16,0,0,0,0,12
Dante Fowler Jr.,9436,ED,DAL,17,4,0,9,7,0,1,3,9
Leonard Williams,9439,DI,SEA,17,16,0,29,14,0,0,8,40
Arik Armstead,9450,DI,JAX,16,6,1,15,3,0,0,6,16
Bud Dupree,9455,ED,LAC,16,5,0,27,1,0,0,2,12
Shaq Thompson,9458,LB,BUF,11,16,1,4,1,0,2,1,36
Mario Edwards Jr.,9468,DI,HST,14,4,0,13,2,0,0,2,7
Preston Smith,9471,ED,WAS,13,8,0,32,5,0,0,1,16
Eddie Goldman,9472,DI,WAS,13,9,0,32,1,0,0,0,16
Eric Kendricks,9478,LB,SF,2,3,0,28,0,0,0,0,4
Denzel Perryman,9481,LB,LAC,10,11,0,27,0,0,3,0,38
Jordan Phillips,9485,DI,BUF,11,1,0,4,0,0,0,1,6
Danielle Hunter,9521,ED,HST,17,14,3,13,8,0,0,16,22
Za'Darius Smith,9555,ED,PHI,5,1,0,24,2,0,0,2,7
Grady Jarrett,9570,DI,CHI,14,8,0,6,6,0,0,3,27
Quandre Diggs,9633,S,SEA,9,6,0,29,0,0,1,0,22
Rakeem Nunez-Roches,9650,DI,NYG,9,6,0,21,1,0,0,3,11
Neville Hewitt,9836,LB,NYG,1,0,0,21,0,0,0,0,0
Alex Singleton,9994,LB,DEN,16,49,1,10,3,0,4,1,85
Joey Bosa,10637,ED,BUF,15,3,5,4,12,0,0,5,22
Jalen Ramsey,10639,S,PIT,17,19,0,25,1,1,6,3,66
DeForest Buckner,10641,DI,IND,10,10,0,14,11,0,0,4,33
Leonard Floyd,10643,ED,ATL,15,6,0,2,9,0,0,4,8
Eli Apple,10644,CB,SF,1,0,0,28,0,0,0,0,0
Sheldon Rankins,10646,DI,HST,17,11,0,13,5,0,0,3,23
Kenny Clark,10661,DI,DAL,17,12,0,9,6,0,0,4,18
Emmanuel Ogbah,10666,ED,JAX,13,4,0,15,3,0,0,1,9
Chris Jones,10671,DI,KC,17,4,0,16,19,0,0,7,19
Xavien Howard,10672,CB,IND,4,2,0,14,0,0,0,0,9
Austin Johnson,10677,DI,JAX,14,2,1,15,0,0,0,1,9
Jihad Ward,10678,ED,TEN,17,5,0,31,20,0,1,6,17
A'Shawn Robinson,10680,DI,CAR,17,17,0,5,6,0,0,3,45
Jarran Reed,10683,DI,SEA,13,8,0,29,5,0,0,3,24
Deion Jones,10686,LB,TB,12,6,0,30,0,0,0,0,9
Adam Gotsis,10697,DI,TB,2,0,0,30,1,0,0,0,0
Kevin Byard,10698,S,CHI,17,25,0,6,0,7,1,0,68
Maliek Collins,10701,DI,CLV,12,3,0,8,6,0,0,8,15
Jonathan Bullard,10706,DI,NO,15,6,0,20,0,0,0,0,20
Javon Hargrave,10723,DI,MIN,16,20,1,18,3,0,0,4,27
Sheldon Day,10737,DI,WAS,10,0,0,32,1,0,0,0,12
Eric Murray,10740,S,JAX,12,9,1,15,1,1,4,1,44
David Onyemata,10754,DI,ATL,17,18,0,2,1,0,0,1,42
Andrew Billings,10756,DI,CHI,17,5,0,6,3,0,0,1,22
Matthew Judon,10780,ED,BUF,14,6,0,4,3,0,0,0,11
Quinton Jefferson,10781,DI,DET,1,0,0,11,0,0,0,0,0
DJ Reader,10800,DI,DET,17,12,0,11,3,0,0,0,17
Elandon Roberts,10848,LB,LV,17,30,0,23,0,0,1,0,61
Jalen Mills,10867,S,DET,5,2,0,11,0,0,0,0,4
Mike Hilton,10898,CB,IND,2,1,0,14,0,0,0,0,4
Morgan Fox,11184,DI,BUF,1,0,0,4,0,0,0,0,0
Jonathan Jones,11217,CB,WAS,11,6,0,32,0,0,5,1,31
Roy Robertson-Harris,11341,DI,NYG,17,7,0,21,9,0,0,0,25
Antonio Hamilton Sr.,11353,CB,WAS,7,3,0,32,0,0,1,0,9
Myles Garrett,11756,ED,CLV,17,10,3,8,14,0,0,25,26
Solomon Thomas,11758,DI,DAL,16,10,0,9,3,0,0,0,18
Jamal Adams,11761,LB,LV,17,6,0,23,1,0,0,1,38
Marshon Lattimore,11766,CB,WAS,9,4,0,32,0,1,5,0,22
Haason Reddick,11768,ED,TB,13,4,1,30,2,0,0,3,24
Derek Barnett,11769,ED,HST,17,5,0,13,5,0,0,5,10
Malik Hooker,11770,S,DAL,12,14,0,9,0,0,1,0,38
Marlon Humphrey,11771,CB,BLT,15,9,2,3,2,4,7,1,57
Jonathan Allen,11772,DI,MIN,17,20,0,18,8,0,0,4,44
Adoree' Jackson,11773,CB,PHI,14,5,0,24,0,1,6,0,50
Jabrill Peppers,11780,S,PIT,4,4,1,25,0,0,0,0,7
Tre'Davious White,11782,CB,BUF,16,0,0,4,0,1,5,0,35
T.J. Watt,11785,ED,PIT,14,19,2,25,13,2,0,8,27
Budda Baker,11791,S,ARZ,16,32,0,1,1,1,2,1,85
Marcus Maye,11794,S,LAC,1,2,0,27,0,0,0,0,2
Marcus Williams,11797,S,LAC,3,2,0,27,0,0,0,0,7
DeMarcus Walker,11806,ED,WAS,1,0,0,32,0,0,0,0,1
Dalvin Tomlinson,11810,DI,ARZ,17,8,0,1,2,0,0,1,16
Zach Cunningham,11812,LB,DET,3,2,0,11,0,0,0,0,3
Tanoh Kpassagnon,11814,ED,CHI,4,0,0,6,1,0,0,1,3
Chidobe Awuzie,11815,CB,BLT,14,7,0,3,0,0,7,0,38
Larry Ogunjobi,11820,DI,BUF,10,5,0,4,0,0,0,0,18
Ahkello Witherspoon,11821,CB,LA,6,1,0,26,0,1,0,0,7
Dawuane Smoot,11823,ED,JAX,17,6,0,15,2,0,0,2,15
Chris Wormley,11829,DI,IND,5,2,0,14,0,0,0,1,3
