player,player_id,position,team_name,player_game_count,assists,forced_fumbles,franchise_id,hits,interceptions,pass_break_ups,sacks,tackles
Tyson Alualu,5535,DI,DET,3,3,0,11,1,0,0,1,2
Brandon Graham,5538,ED,PHI,1,1,0,24,0,0,0,1,3
Kareem Jackson,5545,S,HST,1,1,0,13,0,0,0,0,0
Linval Joseph,5571,DI,BUF,2,1,0,4,0,0,0,0,2
Von Miller,6154,ED,BUF,2,1,0,4,0,0,0,0,1
Patrick Peterson,6157,CB,PIT,1,0,0,25,0,0,0,0,4
Cameron Heyward,6183,DI,PIT,1,2,0,25,0,0,0,0,3
Justin Houston,6222,ED,MIA,1,0,0,17,0,0,0,0,1
Stephon Gilmore,7016,CB,DAL,1,0,0,9,0,0,0,0,5
Fletcher Cox,7018,DI,PHI,1,0,0,24,0,0,0,1,1
Bruce Irvin,7021,ED,MIA,1,0,0,17,0,0,0,0,0
Melvin Ingram III,7024,ED,MIA,1,0,0,17,0,0,0,0,1
Lavonte David,7060,LB,TB,2,2,1,30,0,0,0,1,15
Tashaun Gipson Sr.,7288,S,SF,3,2,1,28,0,0,1,0,13
Darius Slay,7817,CB,PHI,1,0,0,24,0,0,0,0,5
Johnathan Hankins,7830,DI,DAL,1,1,0,9,0,0,0,0,3
Logan Ryan,7864,S,SF,3,3,1,28,0,0,0,0,9
Duron Harmon,7872,S,CLV,1,0,0,8,0,0,0,0,0
William Gholston,7908,DI,TB,2,1,0,30,0,0,0,0,1
A.J. Klein,7930,LB,BUF,2,4,0,4,0,0,0,0,11
Micah Hyde,7941,S,BUF,2,1,0,4,0,0,0,0,7
Jordan Poyer,8000,S,BUF,2,1,1,4,0,0,0,0,12
Jadeveon Clowney,8636,ED,BLT,2,1,0,3,0,0,0,1,2
Aaron Donald,8648,DI,LA,1,0,0,26,0,0,0,0,3
Bradley Roby,8666,CB,PHI,1,0,0,24,0,0,0,0,2
DeMarcus Lawrence,8669,ED,DAL,1,1,0,9,0,0,0,0,2
Kyle Van Noy,8675,ED,BLT,2,1,0,3,1,0,0,0,3
DaQuan Jones,8747,DI,BUF,2,3,0,4,0,0,0,0,1
Brent Urban,8769,DI,BLT,2,0,0,3,0,0,0,0,3
Shelby Harris,8869,DI,CLV,1,1,0,8,0,0,0,0,1
Shaquil Barrett,9000,ED,TB,2,0,0,30,1,0,0,0,0
Mike Pennel,9316,DI,KC,4,4,0,16,0,0,0,0,7
Dante Fowler Jr.,9436,ED,DAL,1,0,0,9,0,0,0,0,0
Arik Armstead,9450,DI,SF,3,5,0,28,1,0,0,1,5
Preston Smith,9471,ED,GB,2,0,0,12,1,0,0,2,1
Eric Rowe,9480,S,PIT,1,0,0,25,0,0,1,0,8
Denzel Perryman,9481,LB,HST,2,4,0,13,0,0,0,0,6
Ronald Darby,9483,CB,BLT,2,0,1,3,0,0,1,0,7
Markus Golden,9491,ED,PIT,1,1,0,25,0,0,0,1,0
Randy Gregory,9493,ED,SF,3,2,0,28,0,0,0,0,2
Steven Nelson,9531,CB,HST,2,2,0,13,0,1,2,0,10
Za'Darius Smith,9555,ED,CLV,1,0,0,8,1,0,0,0,1
Adrian Amos,9575,S,HST,2,0,0,13,0,0,0,0,1
Jalen Ramsey,10639,CB,MIA,1,1,0,17,0,0,1,0,3
Leonard Floyd,10643,ED,BUF,2,1,0,4,1,0,0,0,1
Eli Apple,10644,CB,MIA,1,1,0,17,0,0,0,0,4
Sheldon Rankins,10646,DI,HST,2,1,0,13,0,0,0,0,3
Shaq Lawson,10653,ED,BUF,2,0,0,4,1,0,0,0,1
Kenny Clark,10661,DI,GB,2,2,0,12,1,0,0,1,4
Emmanuel Ogbah,10666,ED,MIA,1,2,0,17,0,0,0,0,2
Myles Jack,10670,LB,PIT,1,0,0,25,0,0,0,0,3
Chris Jones,10671,DI,KC,4,1,1,16,5,0,0,1,6
James Bradberry,10696,CB,PHI,1,2,0,24,0,0,0,0,2
Kevin Byard,10698,S,PHI,1,1,0,24,0,0,0,0,3
Maliek Collins,10701,DI,HST,2,0,0,13,1,0,0,0,3
Javon Hargrave,10723,DI,SF,3,3,0,28,1,0,0,1,7
De'Vondre Campbell,10749,LB,GB,2,2,0,12,1,0,2,1,13
Deon Bush,10758,S,KC,4,0,0,16,0,1,0,0,2
DeAndre Houston-Carson,10819,S,HST,2,3,0,13,0,0,0,0,10
Elandon Roberts,10848,LB,PIT,1,2,0,25,1,0,1,0,3
Jayron Kearse,10878,S,DAL,1,1,0,9,0,0,1,0,5
Tyler Matakevich,10880,LB,BUF,1,0,0,4,0,0,0,0,0
Michael Pierce,11101,DI,BLT,2,1,0,3,0,0,0,1,1
Romeo Okwara,11250,ED,DET,3,0,0,11,0,0,0,0,2
Myles Garrett,11756,ED,CLV,1,1,0,8,0,0,0,0,2
Haason Reddick,11768,ED,PHI,1,1,0,24,0,0,0,0,0
Derek Barnett,11769,ED,HST,2,1,0,13,1,0,0,1,3
Malik Hooker,11770,S,DAL,1,1,0,9,0,0,0,0,0
Marlon Humphrey,11771,CB,BLT,1,0,0,3,0,0,0,0,1
Marcus Williams,11797,S,BLT,2,2,0,3,0,0,2,0,3
Dalvin Tomlinson,11810,DI,CLV,1,1,0,8,0,0,0,0,1
Zach Cunningham,11812,LB,PHI,1,3,0,24,0,0,2,0,6
Larry Ogunjobi,11820,DI,PIT,1,2,0,25,0,0,0,0,3
Ahkello Witherspoon,11821,CB,LA,1,0,0,26,0,0,0,0,1
Duke Riley,11830,LB,MIA,1,5,0,17,1,0,0,0,5
Alex Anzalone,11831,LB,DET,3,3,0,11,1,0,0,0,20
Jourdan Lewis,11846,CB,DAL,1,0,0,9,0,0,0,0,0
John Johnson III,11847,S,LA,1,2,0,26,0,0,0,0,5
Montravius Adams,11848,DI,PIT,1,1,0,25,0,0,0,0,1
Cameron Sutton,11850,CB,DET,3,2,0,11,0,0,2,0,6
Rasul Douglas,11854,CB,BUF,1,0,1,4,0,0,0,0,2
Jalen Reeves-Maybin,11879,LB,DET,3,1,1,11,0,0,0,1,3
Damontae Kazee,11904,S,PIT,1,0,0,25,0,0,0,0,2
Desmond King II,11906,CB,HST,2,4,0,13,0,0,0,1,12
Patrick O'Connor,12005,DI,TB,2,0,0,30,0,0,0,0,2
Arthur Maulet,12224,CB,BLT,2,1,0,3,1,0,0,0,4
Sione Takitaki,12666,LB,CLV,1,1,0,8,0,0,0,0,3
Levi Wallace,25445,CB,PIT,1,0,0,25,0,0,0,0,0
Jeremiah Moon,26453,ED,BLT,1,0,0,3,0,0,0,0,0
Siran Neal,27130,CB,BUF,1,0,0,4,0,0,0,0,0
D'Angelo Ross,27732,CB,HST,1,0,0,13,0,0,0,0,5
Armon Watts,27844,DI,PIT,1,0,0,25,0,0,0,0,1
Malik Harrison,28081,LB,BLT,2,3,0,3,0,0,0,0,4
Neville Gallimore,28094,DI,DAL,1,0,0,9,0,0,0,0,3
Kevin Givens,28308,DI,SF,3,0,0,28,0,0,0,0,2
DeShon Elliott,28854,S,MIA,1,3,0,17,0,0,0,0,6
Richie James,28991,WR,KC,1,0,0,16,0,0,0,0,0
David Long Jr.,29367,LB,MIA,1,1,0,17,1,0,0,0,6
Dee Delaney,31078,S,TB,1,0,0,30,0,0,0,0,0
George Odum,31342,S,SF,1,0,0,28,0,0,0,0,0
Dane Jackson,32989,CB,BUF,2,0,0,4,0,0,2,0,2
Cam Gill,33560,ED,TB,2,0,0,30,0,0,0,0,0
Robert Rochell,33693,CB,GB,1,0,0,12,0,0,0,0,0
Kris Boyd,34222,CB,HST,1,1,0,13,0,0,0,0,0
Darnell Savage,34247,S,GB,2,3,0,12,0,1,1,0,6
Zayne Anderson,34622,S,GB,1,0,0,12,0,0,0,0,1
Jamel Dean,34918,CB,TB,2,1,0,30,0,0,3,0,13
Blake Cashman,35413,LB,HST,2,4,0,13,0,0,0,1,10
Jordan Kunaszyk,38548,LB,CLV,1,0,0,8,0,0,0,0,1
