player,player_id,position,team_name,player_game_count,assists,forced_fumbles,franchise_id,hits,interceptions,pass_break_ups,sacks,tackles
Calais Campbell,4364,ED,ATL,1,1,0,2,0,0,0,0,1
Kareem Jackson,5545,S,DEN,2,1,0,10,0,0,0,0,2
Jerry Hughes,5556,ED,HST,2,1,0,13,1,0,0,0,2
Al Woods,5646,DI,NYJ,2,2,0,22,0,0,0,0,1
Patrick Peterson,6157,CB,PIT,2,0,0,25,0,0,0,0,3
Cameron Jordan,6176,ED,NO,1,0,0,20,0,0,0,0,1
Cameron Heyward,6183,DI,PIT,1,1,0,25,0,0,0,0,0
Lawrence Guy Sr.,6385,DI,NE,1,0,0,19,0,0,0,0,1
Rodney McLeod,7271,S,CLV,2,0,0,8,0,1,0,0,1
Michael Thomas,7279,S,CIN,2,1,0,7,0,0,0,0,2
Tyrann Mathieu,7850,S,NO,1,0,0,20,0,0,0,0,1
John Jenkins,7863,DI,LV,2,1,0,23,0,0,0,1,1
William Gholston,7908,DI,TB,3,1,0,30,2,0,0,2,5
A.J. Klein,7930,LB,BUF,3,3,0,4,0,0,0,0,4
Micah Hyde,7941,S,BUF,3,0,0,4,0,0,0,0,5
Jordan Poyer,8000,S,BUF,3,1,0,4,0,0,0,0,1
C.J. Mosley,8652,LB,NYJ,1,0,0,22,0,0,0,0,1
Jimmie Ward,8665,S,HST,2,1,0,13,0,0,0,0,1
Bradley Roby,8666,CB,NO,2,0,0,20,0,0,0,0,2
Justin Ellis,8742,DI,ATL,3,0,0,2,0,0,0,1,1
DaQuan Jones,8747,DI,BUF,2,0,0,4,0,0,0,0,0
Brent Urban,8769,DI,BLT,3,0,0,3,0,0,0,0,6
Shelby Harris,8869,DI,CLV,2,0,0,8,1,0,0,0,1
Denico Autry,8982,ED,TEN,1,0,1,31,0,0,0,1,2
Shaquil Barrett,9000,ED,TB,1,0,0,30,0,0,0,0,1
Kerry Hyder Jr.,9045,ED,SF,3,4,0,28,1,0,0,0,3
Adrian Phillips,9177,S,NE,1,0,0,19,0,0,0,0,1
Dante Fowler Jr.,9436,ED,DAL,2,0,0,9,0,0,0,0,2
Leonard Williams,9439,DI,NYG,1,0,0,21,0,0,0,0,0
Danny Shelton,9445,DI,KC,3,0,0,16,0,0,0,1,3
Arik Armstead,9450,DI,SF,1,0,0,28,0,0,0,0,0
Marcus Peters,9451,CB,LV,1,0,0,23,0,0,0,0,2
Bud Dupree,9455,ED,ATL,1,1,0,2,0,0,0,0,0
Shane Ray,9456,ED,BUF,2,1,0,4,0,0,0,0,2
