event_id,league,season,date,name,away,home,away_score,home_score,completed,status
401426532,CFB,2022,2022-08-27T16:00Z,Austin Peay Governors at Western Kentucky Hilltoppers,Austin Peay Governors,Western Kentucky Hilltoppers,27,38,True,Final
401405059,CFB,2022,2022-08-27T16:30Z,Nebraska Cornhuskers at Northwestern Wildcats,Nebraska Cornhuskers,Northwestern Wildcats,28,31,True,Final
401413213,CFB,2022,2022-08-27T19:30Z,Stephen F. Austin Lumberjacks at Jacksonville State Gamecocks,Stephen F. Austin Lumberjacks,Jacksonville State Gamecocks,17,42,True,Final
401413256,CFB,2022,2022-08-27T19:30Z,Idaho State Bengals at UNLV Rebels,Idaho State Bengals,UNLV Rebels,21,52,True,Final
401404146,CFB,2022,2022-08-27T20:00Z,UConn Huskies at Utah State Aggies,UConn Huskies,Utah State Aggies,20,31,True,Final
401405058,CFB,2022,2022-08-27T20:00Z,Wyoming Cowboys at Illinois Fighting Illini,Wyoming Cowboys,Illinois Fighting Illini,6,38,True,Final
401411090,CFB,2022,2022-08-27T21:00Z,Duquesne Dukes at Florida State Seminoles,Duquesne Dukes,Florida State Seminoles,7,47,True,Final
401426530,CFB,2022,2022-08-27T23:00Z,Charlotte 49ers at Florida Atlantic Owls,Charlotte 49ers,Florida Atlantic Owls,13,43,True,Final
401411091,CFB,2022,2022-08-28T00:15Z,Florida A&M Rattlers at North Carolina Tar Heels,Florida A&M Rattlers,North Carolina Tar Heels,24,56,True,Final
401409235,CFB,2022,2022-08-28T02:00Z,Nevada Wolf Pack at New Mexico State Aggies,Nevada Wolf Pack,New Mexico State Aggies,23,12,True,Final
401426531,CFB,2022,2022-08-28T02:00Z,North Texas Mean Green at UTEP Miners,North Texas Mean Green,UTEP Miners,31,13,True,Final
401403853,CFB,2022,2022-08-28T02:30Z,Vanderbilt Commodores at Hawai'i Rainbow Warriors,Vanderbilt Commodores,Hawai'i Rainbow Warriors,63,10,True,Final
401416568,CFB,2022,2022-09-01T22:00Z,St. Francis (PA) Red Flash at Akron Zips,St. Francis (PA) Red Flash,Akron Zips,23,30,True,Final
401403864,CFB,2022,2022-09-01T23:00Z,Ball State Cardinals at Tennessee Volunteers,Ball State Cardinals,Tennessee Volunteers,10,59,True,Final
401411092,CFB,2022,2022-09-01T23:00Z,West Virginia Mountaineers at Pittsburgh Panthers,West Virginia Mountaineers,Pittsburgh Panthers,31,38,True,Final
401415610,CFB,2022,2022-09-01T23:00Z,South Carolina State Bulldogs at UCF Knights,South Carolina State Bulldogs,UCF Knights,10,56,True,Final
401416569,CFB,2022,2022-09-01T23:00Z,Central Michigan Chippewas at Oklahoma State Cowboys,Central Michigan Chippewas,Oklahoma State Cowboys,44,58,True,Final
401418645,CFB,2022,2022-09-01T23:00Z,Kennesaw State Owls at Samford Bulldogs,Kennesaw State Owls,Samford Bulldogs,17,27,True,Final
401426533,CFB,2022,2022-09-01T23:00Z,Bryant Bulldogs at Florida International Panthers,Bryant Bulldogs,Florida International Panthers,37,38,True,Final
401441990,CFB,2022,2022-09-01T23:00Z,Long Island University Sharks at Toledo Rockets,Long Island University Sharks,Toledo Rockets,0,37,True,Final
401411093,CFB,2022,2022-09-01T23:30Z,VMI Keydets at Wake Forest Demon Deacons,VMI Keydets,Wake Forest Demon Deacons,10,44,True,Final
401405064,CFB,2022,2022-09-02T00:00Z,Penn State Nittany Lions at Purdue Boilermakers,Penn State Nittany Lions,Purdue Boilermakers,35,31,True,Final
401416592,CFB,2022,2022-09-02T00:00Z,Eastern Illinois Panthers at Northern Illinois Huskies,Eastern Illinois Panthers,Northern Illinois Huskies,27,34,True,Final
401420806,CFB,2022,2022-09-02T00:00Z,Missouri State Bears at Central Arkansas Bears,Missouri State Bears,Central Arkansas Bears,27,14,True,Final
401426534,CFB,2022,2022-09-02T00:00Z,Alabama A&M Bulldogs at UAB Blazers,Alabama A&M Bulldogs,UAB Blazers,0,59,True,Final
401426537,CFB,2022,2022-09-02T00:00Z,Louisiana Tech Bulldogs at Missouri Tigers,Louisiana Tech Bulldogs,Missouri Tigers,24,52,True,Final
