event_id,league,season,date,name,away,home,away_score,home_score,completed,status
401756846,CFB,2025,2025-08-23T16:00Z,Iowa State Cyclones at Kansas State Wildcats,Iowa State Cyclones,Kansas State Wildcats,24,21,True,Final
401760371,CFB,2025,2025-08-23T20:00Z,Idaho State Bengals at UNLV Rebels,Idaho State Bengals,UNLV Rebels,31,38,True,Final
401756847,CFB,2025,2025-08-23T22:30Z,Fresno State Bulldogs at Kansas Jayhawks,Fresno State Bulldogs,Kansas Jayhawks,7,31,True,Final
401757218,CFB,2025,2025-08-23T23:00Z,Sam Houston Bearkats at Western Kentucky Hilltoppers,Sam Houston Bearkats,Western Kentucky Hilltoppers,24,41,True,Final
401754516,CFB,2025,2025-08-23T23:30Z,Stanford Cardinal at Hawai'i Rainbow Warriors,Stanford Cardinal,Hawai'i Rainbow Warriors,20,23,True,Final
401762522,CFB,2025,2025-08-28T21:30Z,Boise State Broncos at South Florida Bulls,Boise State Broncos,South Florida Bulls,7,34,True,Final
401752794,CFB,2025,2025-08-28T22:00Z,Ohio Bobcats at Rutgers Scarlet Knights,Ohio Bobcats,Rutgers Scarlet Knights,31,34,True,Final
401762790,CFB,2025,2025-08-28T22:00Z,Lafayette Leopards at Bowling Green Falcons,Lafayette Leopards,Bowling Green Falcons,7,26,True,Final
401754373,CFB,2025,2025-08-28T23:00Z,East Carolina Pirates at NC State Wolfpack,East Carolina Pirates,NC State Wolfpack,17,24,True,Final
401756848,CFB,2025,2025-08-28T23:00Z,Jacksonville State Gamecocks at UCF Knights,Jacksonville State Gamecocks,UCF Knights,10,17,True,Final
401757219,CFB,2025,2025-08-28T23:00Z,Delaware State Hornets at Delaware Blue Hens,Delaware State Hornets,Delaware Blue Hens,17,35,True,Final
401761588,CFB,2025,2025-08-28T23:00Z,Saint Francis Red Flash at UL Monroe Warhawks,Saint Francis Red Flash,UL Monroe Warhawks,0,29,True,Final
401762789,CFB,2025,2025-08-28T23:00Z,Wyoming Cowboys at Akron Zips,Wyoming Cowboys,Akron Zips,10,0,True,Final
401752674,CFB,2025,2025-08-28T23:30Z,Central Arkansas Bears at Missouri Tigers,Central Arkansas Bears,Missouri Tigers,6,61,True,Final
401754517,CFB,2025,2025-08-28T23:30Z,Elon Phoenix at Duke Blue Devils,Elon Phoenix,Duke Blue Devils,17,45,True,Final
401756876,CFB,2025,2025-08-28T23:30Z,UT Martin Skyhawks at Oklahoma State Cowboys,UT Martin Skyhawks,Oklahoma State Cowboys,7,27,True,Final
